TIMESTAMP,TA_F,TA_F_QC,SW_IN_POT,SW_IN_F,SW_IN_F_QC,LW_IN_F,LW_IN_F_QC,VPD_F,VPD_F_QC,PA_F,PA_F_QC,P_F,P_F_QC,WS_F,WS_F_QC,USTAR,USTAR_QC,NETRAD,NETRAD_QC,PPFD_IN,PPFD_IN_QC,PPFD_OUT,PPFD_OUT_QC,SW_OUT,SW_OUT_QC,LW_OUT,LW_OUT_QC,CO2_F_MDS,CO2_F_MDS_QC,TS_F_MDS_1,TS_F_MDS_2,TS_F_MDS_3,TS_F_MDS_4,TS_F_MDS_5,TS_F_MDS_1_QC,TS_F_MDS_2_QC,TS_F_MDS_3_QC,TS_F_MDS_4_QC,TS_F_MDS_5_QC,G_F_MDS,G_F_MDS_QC,LE_F_MDS,LE_F_MDS_QC,LE_CORR,LE_RANDUNC,H_F_MDS,H_F_MDS_QC,H_CORR,H_RANDUNC,NEE_VUT_REF,NEE_VUT_REF_QC,NEE_VUT_REF_RANDUNC,NEE_VUT_25,NEE_VUT_50,NEE_VUT_75,NEE_VUT_25_QC,NEE_VUT_50_QC,NEE_VUT_75_QC,RECO_NT_VUT_REF,RECO_NT_VUT_25,RECO_NT_VUT_50,RECO_NT_VUT_75,GPP_NT_VUT_REF,GPP_NT_VUT_25,GPP_NT_VUT_50,GPP_NT_VUT_75,RECO_DT_VUT_REF,RECO_DT_VUT_25,RECO_DT_VUT_50,RECO_DT_VUT_75,GPP_DT_VUT_REF,GPP_DT_VUT_25,GPP_DT_VUT_50,GPP_DT_VUT_75,RECO_SR,RECO_SR_N
201006,16.274,1.0,484.38,215.585,1.0,353.862,0.999306,4.422,1.0,96.369,0.905556,3.287,1.0,1.336,1.0,0.191430477704,0.889583333333,130.815248027,1.0,401.252592777,1.0,19.2854734517,1.0,41.6286249515,1.0,397.321736111,1.0,375.328,0.985417,13.97,13.651,12.96,12.728,12.16,1.0,1.0,1.0,1.0,1.0,0.267139,3.0,84.1658,0.975694,108.617,0.555602,14.6844,0.997917,18.9503,0.374754,-5.0914,0.975,0.060255,-5.09884,-5.0914,-5.07252,0.975,0.975,0.975,5.5382,5.538,5.55283,5.57458,10.6296,10.6241,10.6296,10.6494,5.79239,5.60108,5.62892,6.06746,10.6472,10.5177,10.5239,10.8142,-9999,-9999
201007,19.34,1.0,467.698,243.753,1.0,364.416,1.0,6.677,1.0,96.625,1.0,3.213,1.0,1.05,1.0,0.15738571012,0.950940860215,149.760270659,1.0,476.903370384,0.998655913978,21.8126199812,1.0,46.9529214405,1.0,411.98921371,1.0,384.06,0.87164,15.514,15.243,14.588,14.383,13.797,1.0,1.0,1.0,1.0,1.0,0.149402,3.0,89.1621,0.952285,112.032,0.528832,17.9478,0.997984,22.5514,0.388846,-2.8976,0.836022,0.0445014,-2.92731,-2.91145,-2.89545,0.83871,0.834677,0.837366,6.98612,6.98093,6.98612,7.05162,9.88156,9.87869,9.88292,9.97111,6.28991,6.27851,6.32399,6.37737,9.09031,9.07412,9.09031,9.17583,-9999,-9999
201008,17.241,1.0,404.007,181.907,1.0,357.678,1.0,3.927,1.0,96.374,1.0,4.723,1.0,1.252,1.0,0.183275980567,0.94623655914,107.167317222,0.995295698925,350.965234888,0.996639784946,17.6594406626,1.0,26.4735296174,1.0,403.462197581,1.0,382.752,0.987231,15.92,15.714,15.122,15.022,14.568,1.0,1.0,1.0,1.0,1.0,0.344727,3.0,72.6162,0.981183,92.6697,0.622842,13.1274,0.997984,16.7526,0.446131,-0.108811,0.959005,0.0408573,-0.101385,-0.0919722,-0.0730806,0.958333,0.959005,0.959005,5.45185,5.44384,5.45619,5.49434,5.55173,5.54525,5.55751,5.57378,2.69055,2.62742,2.77495,3.51622,3.9884,3.97589,4.03027,4.31511,-9999,-9999
201009,10.904,1.0,312.066,132.324,1.0,331.378,1.0,1.956,1.0,96.522,1.0,2.053,1.0,1.154,1.0,0.161509717499,0.922916666667,76.3148026832,0.998611111111,251.631242771,0.995138888889,11.6904156588,1.0,19.7320267983,1.0,367.549444444,1.0,384.688,0.918056,10.152,10.264,10.051,10.54,10.783,1.0,1.0,1.0,1.0,1.0,0.267139,3.0,45.0851,0.972222,66.7053,0.405656,16.9532,0.999306,25.083,0.404548,0.0427056,0.915972,0.0247286,0.0422914,0.0472832,0.0497576,0.911111,0.909028,0.913889,3.0059,3.00257,3.00571,3.00694,2.96626,2.95578,2.958,2.96337,2.09294,2.11329,2.14572,2.20128,2.69665,2.69588,2.70594,2.76198,-9999,-9999
201010,5.698,1.0,212.937,83.021,1.0,306.372,1.0,1.132,1.0,96.521,0.96707,0.49,1.0,1.251,1.0,0.172399003319,0.924731182796,37.4091362199,0.999327956989,155.565200019,0.999327956989,7.1231873453,1.0,12.0961815993,1.0,339.756048387,1.0,411.301,0.986559,5.872,6.169,6.169,6.953,7.541,1.0,1.0,1.0,1.0,1.0,0.307287,3.0,18.9319,0.921371,32.0827,0.280464,11.454,0.999328,19.4104,0.373755,0.623267,0.928091,0.0167909,0.600396,0.623267,0.650306,0.928091,0.928091,0.930108,1.59929,1.5663,1.60196,1.66191,0.977107,0.963124,0.974184,1.00073,1.38711,1.38203,1.38711,1.41868,1.12896,1.12826,1.13389,1.16735,-9999,-9999
201011,4.95,1.0,133.323,39.348,1.0,313.319,0.370139,0.802,1.0,95.542,0.961806,0.933,1.0,1.47,1.0,0.180854790332,0.854861111111,-9999,-9999,72.6887443208,1.0,4.32730973403,1.0,-9999,-9999,-9999,-9999,407.888,0.989583,5.064,5.2,5.043,5.606,6.015,1.0,1.0,1.0,1.0,1.0,0.267139,3.0,11.1251,0.990278,20.877,0.234676,-1.80619,0.994444,-3.38945,0.340097,1.01628,0.984028,0.014615,0.999616,1.01628,1.01865,0.984722,0.984028,0.984028,1.15102,1.1049,1.15102,1.15991,0.135525,0.105805,0.135527,0.140961,1.03896,1.01589,1.03525,1.03892,0.120319,0.114915,0.120319,0.122314,-9999,-9999
201012,-4.497,1.0,97.0257,32.659,1.0,283.122,0.0,0.236,1.0,95.912,0.995968,0.613,1.0,1.664,1.0,0.171832594206,0.817876344086,-9999,-9999,59.0303729353,0.997983870968,14.9967913853,1.0,-9999,-9999,-9999,-9999,408.732,0.992608,0.274,0.631,0.704,1.605,2.4,1.0,1.0,1.0,1.0,1.0,0.149402,3.0,7.98605,0.981855,15.0471,0.184417,-3.09433,0.998656,-5.83025,0.30455,0.433791,0.965726,0.0107436,0.41869,0.441424,0.447684,0.965054,0.958333,0.959005,0.600598,0.574176,0.583427,0.596136,0.152914,0.133699,0.139817,0.160146,0.443882,0.424963,0.444686,0.453413,0.0909838,0.0814264,0.0914105,0.0940808,-9999,-9999
201101,-1.072,1.0,113.85,37.916,1.0,292.326,0.0,0.313,1.0,96.679,1.0,0.568,1.0,1.419,1.0,0.144681575616,0.882392473118,-9999,-9999,73.8384251284,0.997983870968,7.54019827419,1.0,-9999,-9999,-9999,-9999,409.111,1.0,-0.002,0.14,0.109,0.853,1.486,1.0,1.0,1.0,1.0,1.0,0.344727,3.0,5.98147,0.997984,9.39055,0.14225,-3.0806,1.0,-4.83636,0.289915,0.338674,0.99328,0.0085044,0.330068,0.340588,0.348366,0.990591,0.99328,0.993952,0.440052,0.424449,0.437642,0.455685,0.0987772,0.0970317,0.101143,0.106921,0.504379,0.44955,0.468493,0.476834,0.11384,0.0914041,0.102956,0.111372,-9999,-9999
201102,-2.415,1.0,177.525,77.241,0.998512,276.612,0.0,0.769,1.0,96.706,0.999256,0.2,1.0,1.516,1.0,0.160051745809,0.873511904762,-9999,-9999,147.241453395,1.0,-9999,-9999,-9999,-9999,-9999,-9999,410.259,0.999256,-0.444,-0.117,-0.073,0.627,1.211,1.0,1.0,1.0,1.0,1.0,-6.03845,3.0,11.3776,0.990327,14.287,0.192817,13.9614,1.0,17.5315,0.348811,0.159565,0.984375,0.00791562,0.154649,0.170818,0.18912,0.983631,0.984375,0.984375,0.440982,0.365141,0.426008,0.476394,0.270297,0.218929,0.254514,0.2837,0.382552,0.366886,0.384202,0.397348,0.225845,0.217529,0.224702,0.243027,-9999,-9999
201103,3.002,1.0,271.782,136.924,0.997984,289.36,0.667339,1.974,1.0,96.958,0.950269,1.452,1.0,1.527,1.0,0.16674542779,0.852822580645,88.3712722277,0.515456989247,204.587589565,0.612903225806,-9999,-9999,20.473358334,0.516129032258,336.107552083,0.516129032258,411.61,0.991263,-0.101,-0.145,-0.338,0.3,0.866,1.0,1.0,1.0,1.0,1.0,-9.48985,3.0,16.8811,0.983199,20.4737,0.29824,27.4187,1.0,33.2538,0.503514,0.406255,0.869624,0.0111515,0.409046,0.536663,0.584743,0.806452,0.918683,0.966398,0.81154,0.690779,0.783579,0.83826,0.274878,0.238085,0.274195,0.297135,0.673311,0.681106,0.718821,0.77935,0.341014,0.345169,0.357699,0.376306,-9999,-9999
201104,10.297,1.0,372.133,200.149,1.0,308.323,0.8625,4.305,1.0,96.6,0.995139,1.073,1.0,1.696,1.0,0.212627884055,0.9375,-9999,-9999,386.30482066,0.999305555556,-9999,-9999,-9999,-9999,-9999,-9999,400.023,0.979167,6.905,6.31,5.27,4.893,4.289,0.961111,0.961111,0.961111,0.961111,0.961111,1.91324,3.0,35.9574,0.998611,48.2153,0.404149,43.896,1.0,58.8602,0.604284,1.4072,0.965278,0.0222915,1.33668,1.36616,1.3848,0.972917,0.970139,0.927083,2.11108,2.018,2.08139,2.10166,0.722099,0.690482,0.71632,0.73548,1.74001,1.63476,1.7585,1.80864,0.79514,0.746059,0.796527,0.828797,-9999,-9999
201105,12.818,1.0,449.254,249.22,1.0,329.562,1.0,5.04,1.0,96.674,0.997312,2.523,1.0,1.294,1.0,0.174895322583,0.959677419355,156.06695631,0.998655913978,476.669648939,0.998655913978,43.9838194032,0.85685483871,40.6752950389,1.0,381.625672043,1.0,401.126,0.991263,12.217,11.792,10.853,10.335,9.351,1.0,1.0,1.0,1.0,1.0,5.05128,3.0,59.6654,0.987231,80.0055,0.502611,53.361,0.999328,71.5519,0.512109,-0.864502,0.950941,0.0401896,-0.92511,-0.889548,-0.864502,0.950269,0.962366,0.950941,4.02451,3.69498,3.72706,3.771,4.83817,4.58584,4.64603,4.68619,3.67741,3.74325,3.78604,3.89976,4.88732,4.91139,4.93542,4.97634,-9999,-9999
201106,16.738,0.956944,484.38,244.614,0.960417,359.363,0.956944,4.714,0.956944,96.487,0.998611,2.84,1.0,1.381,1.0,0.197687580665,0.976388888889,145.915878492,0.939583333333,479.087842443,0.938888888889,28.071269932,0.938888888889,62.0332697293,0.938888888889,400.621164898,0.938888888889,391.406,0.976389,15.7,15.363,14.436,13.956,12.867,0.956944,0.956944,0.956944,0.956944,0.956944,5.09944,3.0,82.4312,0.980556,104.836,0.515686,26.7559,1.0,34.0283,0.438161,-2.88923,0.961806,0.0500352,-2.97796,-2.8814,-2.8751,0.957639,0.964583,0.964583,5.3578,5.12563,5.34876,5.39851,8.22822,8.15612,8.22503,8.31783,6.33168,6.25357,6.33168,6.33354,9.11101,9.06235,9.10609,9.11206,-9999,-9999
201107,16.342,1.0,467.698,198.72,1.0,364.112,1.0,3.78,1.0,96.142,0.99664,3.871,1.0,1.245,1.0,0.188758704989,0.972446236559,111.973831497,0.999327956989,380.795179198,0.999327956989,21.9978232498,1.0,53.6710984608,1.0,397.274260753,1.0,378.616,0.981183,15.055,14.831,14.171,13.998,13.266,1.0,1.0,1.0,1.0,1.0,3.22574,3.0,68.1922,0.991263,85.8413,0.417469,18.3005,0.999328,23.0369,0.375622,-2.21619,0.975134,0.0450451,-2.28433,-2.21795,-2.18979,0.962366,0.975134,0.979167,5.00716,4.84959,5.11608,5.12169,7.22511,7.22269,7.30647,7.33675,6.08549,6.04805,6.16588,6.85447,7.85897,7.85897,7.92703,8.33954,-9999,-9999
201108,17.944,1.0,404.007,210.382,1.0,365.712,1.0,4.669,1.0,96.517,0.900538,1.787,1.0,0.93,1.0,0.144224362963,0.891129032258,118.580717122,1.0,406.114615732,1.0,17.1920170036,1.0,52.7119711727,1.0,404.82311828,1.0,387.706,0.961694,15.631,15.263,14.648,14.493,13.786,1.0,1.0,1.0,1.0,1.0,3.8006,3.0,68.3389,0.975134,84.6638,0.385151,24.0357,0.99328,29.7774,0.347301,-0.894103,0.873656,0.054025,-0.984356,-0.926742,-0.910321,0.856855,0.876344,0.875672,4.93837,4.9277,4.93837,5.083,5.85083,5.85067,5.86563,6.03826,6.17053,5.98569,6.10745,6.17053,6.90338,6.74044,6.83431,6.87863,-9999,-9999
201109,14.173,1.0,312.066,149.982,1.0,347.304,1.0,3.067,1.0,96.835,0.0,2.38,1.0,0.898,0.997222,-9999,-9999,79.1991647506,0.751388888889,287.400137344,1.0,12.9947431776,0.751388888889,34.9494595631,0.751388888889,382.760820792,0.751388888889,442.406,0.989583,12.564,12.516,12.241,12.542,12.473,1.0,1.0,1.0,1.0,1.0,-0.599345,3.0,40.5748,0.995833,53.9959,0.370853,19.1926,0.995833,25.541,0.377106,0.504005,0.909028,0.0387021,0.480045,0.487564,0.496209,0.913194,0.899306,0.913194,4.5864,4.37986,4.46373,4.58109,4.09019,3.91566,3.98776,4.07843,4.2377,4.14413,4.23884,4.24943,4.15398,4.10216,4.15318,4.15954,-9999,-9999
201110,7.282,1.0,212.937,84.482,1.0,324.997,1.0,1.31,1.0,97.076,0.0,1.71,1.0,1.201,1.0,-9999,-9999,38.8376839204,1.0,158.977514578,0.999327956989,10.4222966929,1.0,19.1450709255,1.0,351.558266129,1.0,430.291,1.0,7.577,7.833,7.775,8.458,9.021,1.0,1.0,1.0,1.0,1.0,-3.4037,3.0,13.684,0.995968,25.5749,0.201211,8.90029,1.0,16.6343,0.330824,1.05069,0.980511,0.0248556,1.025,1.0475,1.06428,0.96371,0.991263,0.986559,2.50224,2.45956,2.49885,2.52352,1.57511,1.39039,1.4503,1.52722,1.83403,1.76527,1.81633,1.84052,1.23959,1.21765,1.23756,1.24702,-9999,-9999
201111,2.019,1.0,133.323,39.612,1.0,308.678,1.0,0.41,1.0,97.271,0.0,0.02,1.0,1.299,1.0,0.186849627241,0.705555555556,10.0897856681,1.0,74.9000643792,1.0,6.86592486597,1.0,10.5862545037,1.0,327.614305556,1.0,433.411,1.0,4.029,4.548,4.614,5.502,6.413,1.0,1.0,1.0,1.0,1.0,-4.82896,3.0,2.72621,1.0,5.13664,0.0711726,5.19172,1.0,9.7821,0.299958,0.939975,0.991667,0.0140436,0.930546,0.939975,0.949118,0.991667,0.991667,0.98125,1.10938,1.07839,1.10513,1.11273,0.173459,0.126417,0.166458,0.177818,1.01338,1.01338,1.04555,1.06143,0.202136,0.201236,0.212273,0.214988,-9999,-9999
201112,2.327,1.0,97.0257,27.382,1.0,296.924,1.0,0.74,1.0,96.373,0.0,0.219,1.0,1.702,1.0,0.224565894038,0.733870967742,-4.95765844968,0.999327956989,52.1479005447,0.999327956989,-9999,-9999,7.10844654493,1.0,322.116801075,1.0,416.435,1.0,1.712,1.94,1.946,2.742,3.623,1.0,1.0,1.0,1.0,1.0,-3.7172,3.0,3.62019,0.999328,6.82107,0.126117,-14.7429,1.0,-27.7782,0.48868,1.10941,0.987903,0.0134563,1.08303,1.11241,1.11893,0.990591,0.987903,0.986559,1.18666,1.15869,1.18225,1.19483,0.0716759,0.0729719,0.0749774,0.0778929,1.08335,0.929201,1.06002,1.10097,0.0893518,0.0524554,0.0641034,0.0958329,-9999,-9999
201201,0.641,1.0,113.85,41.276,1.0,283.075,1.0,0.782,1.0,96.709,0.0,1.555,1.0,2.134,1.0,0.252748460746,0.836693548387,-6.91283426613,1.0,-9999,-9999,-9999,-9999,18.0504807488,1.0,313.212432796,1.0,414.442,1.0,0.886,1.219,1.332,2.151,2.987,1.0,1.0,1.0,1.0,1.0,-3.89366,3.0,6.2096,0.995968,8.91811,0.158376,-17.8682,0.997984,-25.662,0.488262,0.967586,0.993952,0.0146716,0.948333,0.975216,1.0027,0.982527,0.99328,0.99328,0.982759,0.954918,0.97811,0.989931,0.00469599,-0.0114587,0.0036315,0.00544667,0.934308,0.906349,0.920411,0.93562,0.0290599,0.0205235,0.0253,0.0296898,-9999,-9999
201202,-5.309,1.0,179.025,76.524,1.0,257.202,1.0,0.687,1.0,97.163,0.0,0.338,1.0,1.673,1.0,0.191624737917,0.685344827586,2.02611279526,1.0,-9999,-9999,-9999,-9999,43.2225781106,1.0,288.476652299,1.0,428.476,1.0,-2.812,-2.402,-1.863,-0.457,0.535,1.0,1.0,1.0,1.0,1.0,-16.3605,3.0,4.63778,0.990661,5.82371,0.125378,3.85948,0.987069,4.84639,0.433061,0.643694,0.954741,0.0132999,0.628027,0.663229,0.740351,0.970546,0.962644,0.963362,0.599616,0.562843,0.582718,0.617589,-0.0636125,-0.112929,-0.0919904,-0.0660878,0.581972,0.548545,0.567977,0.588922,0.0483356,0.0239817,0.0291006,0.0440989,-9999,-9999
201203,5.14,1.0,275.179,138.738,1.0,292.708,1.0,2.548,1.0,97.348,0.0,0.103,1.0,1.554,1.0,0.184603464473,0.804435483871,62.7974502218,1.0,257.927293562,1.0,-9999,-9999,32.8423116664,1.0,335.84640457,1.0,435.38,1.0,2.33,1.84,0.467,0.087,0.411,1.0,1.0,1.0,1.0,1.0,9.82419,3.0,16.3236,0.999328,20.4977,0.223815,25.8056,1.0,32.4044,0.498068,1.12672,0.887097,0.0180585,1.13594,1.16646,1.32798,0.895161,0.893817,0.902554,1.26145,1.1474,1.28223,1.39068,0.0963692,0.00671793,0.0251916,0.0708307,0.975283,0.942451,0.956702,1.02426,0.0860802,0.0699566,0.0827396,0.110721,-9999,-9999
201204,8.047,1.0,375.156,180.183,0.997917,307.017,1.0,3.753,1.0,95.628,0.0,1.26,1.0,1.826,1.0,0.212384451291,0.872222222222,91.4413284777,0.997222222222,357.11548901,0.754861111111,-9999,-9999,41.2510446573,1.0,353.493715278,1.0,427.182,1.0,6.023,5.777,4.88,4.518,4.182,1.0,1.0,1.0,1.0,1.0,5.36358,3.0,33.5272,0.998611,39.2241,0.326276,41.0069,0.999306,47.9747,0.556149,1.1452,0.961806,0.0259534,1.11592,1.20056,1.23063,0.947222,0.970833,0.980556,2.27708,2.22822,2.26569,2.29109,1.06805,1.0548,1.07717,1.10922,2.0446,1.94409,2.01645,2.04421,0.998758,0.956646,1.02147,1.03575,-9999,-9999
201205,13.908,1.0,451.154,242.164,0.995968,333.26,1.0,5.384,1.0,96.531,0.0,1.148,1.0,1.449,1.0,0.19486725524,0.91061827957,127.658295072,0.998655913978,470.529254875,0.996639784946,20.5734008751,0.697580645161,64.3952215655,1.0,383.145833333,1.0,427.869,0.994624,11.691,11.503,10.776,10.562,10.009,1.0,1.0,1.0,1.0,1.0,4.565,3.0,67.9273,0.994624,73.927,0.518536,45.4361,0.991263,49.4492,0.537639,-1.23873,0.922715,0.0596367,-1.38137,-1.29532,-1.26159,0.912634,0.93078,0.930108,6.82852,6.28441,6.60784,6.74847,8.07795,7.60961,7.91216,8.00093,4.36311,4.06744,4.36311,4.59828,6.60748,6.43484,6.59328,6.68018,-9999,-9999
201206,17.073,1.0,484.667,226.897,1.0,363.126,1.0,4.83,1.0,96.441,0.0,3.993,1.0,1.212,1.0,0.18071673976,0.91875,127.203473934,0.999305555556,446.131927598,0.999305555556,18.2311805556,1.0,62.0296935035,1.0,400.431527778,1.0,421.13,0.998611,14.955,14.611,13.783,13.387,12.612,1.0,1.0,1.0,1.0,1.0,6.82565,3.0,73.5303,0.999306,84.1474,0.595637,31.9927,0.997917,36.6122,0.459809,-2.59385,0.988889,0.0691478,-2.64366,-2.55925,-2.43568,0.983333,0.992361,0.99375,7.34083,7.34083,7.51874,7.81274,9.88186,9.97617,10.0839,10.2201,6.74952,6.41701,6.59409,6.74093,9.70399,9.55439,9.6608,9.70304,-9999,-9999
201207,17.981,1.0,466.309,203.609,0.997984,368.883,1.0,3.82,1.0,96.605,0.0,6.058,1.0,1.138,0.974462,0.174023521569,0.874327956989,114.79248552,0.846102150538,394.864335268,0.999327956989,17.1597753268,0.958333333333,53.9620598523,0.958333333333,400.804671405,0.958333333333,418.926,1.0,16.665,16.438,15.729,15.501,14.821,1.0,1.0,1.0,1.0,1.0,5.14319,3.0,68.7622,1.0,80.2042,0.601594,27.2967,1.0,31.8389,0.466429,-1.24342,0.991935,0.0605974,-1.56298,-1.17283,-1.00123,0.978495,0.991935,0.99664,7.90047,6.67918,8.03615,8.50673,9.04123,8.29637,9.27957,9.51589,6.78459,6.41928,6.74204,6.78104,8.45682,8.38573,8.41971,8.45682,-9999,-9999
201208,18.088,1.0,401.345,213.76,1.0,358.898,1.0,5.197,1.0,96.799,0.0,3.032,1.0,0.983,1.0,0.153557292101,0.920698924731,-9999,-9999,412.654969882,0.999327956989,18.7781586022,1.0,51.8368834695,1.0,393.050575269,1.0,422.091,0.987903,16.356,16.268,15.715,15.691,15.228,1.0,1.0,1.0,1.0,1.0,3.2486,3.0,73.1528,0.998656,85.3254,0.540097,31.1643,0.998656,36.35,0.476897,0.0532623,0.977823,0.06232,-0.404483,0.119838,0.316068,0.964382,0.977823,0.983871,7.75205,7.04683,7.89113,8.04832,7.57768,7.4734,7.68973,7.76991,5.30164,5.22697,5.33444,5.5551,6.52583,6.44653,6.52583,6.59092,-9999,-9999
