TIMESTAMP,TA_F,TA_F_QC,SW_IN_POT,SW_IN_F,SW_IN_F_QC,LW_IN_F,LW_IN_F_QC,VPD_F,VPD_F_QC,PA_F,PA_F_QC,P_F,P_F_QC,WS_F,WS_F_QC,USTAR,USTAR_QC,NETRAD,NETRAD_QC,PPFD_IN,PPFD_IN_QC,PPFD_OUT,PPFD_OUT_QC,SW_OUT,SW_OUT_QC,LW_OUT,LW_OUT_QC,CO2_F_MDS,CO2_F_MDS_QC,TS_F_MDS_1,TS_F_MDS_2,TS_F_MDS_3,TS_F_MDS_4,TS_F_MDS_5,TS_F_MDS_1_QC,TS_F_MDS_2_QC,TS_F_MDS_3_QC,TS_F_MDS_4_QC,TS_F_MDS_5_QC,G_F_MDS,G_F_MDS_QC,LE_F_MDS,LE_F_MDS_QC,LE_CORR,LE_RANDUNC,H_F_MDS,H_F_MDS_QC,H_CORR,H_RANDUNC,NEE_VUT_REF,NEE_VUT_REF_QC,NEE_VUT_REF_RANDUNC,NEE_VUT_25,NEE_VUT_50,NEE_VUT_75,NEE_VUT_25_QC,NEE_VUT_50_QC,NEE_VUT_75_QC,RECO_NT_VUT_REF,RECO_NT_VUT_25,RECO_NT_VUT_50,RECO_NT_VUT_75,GPP_NT_VUT_REF,GPP_NT_VUT_25,GPP_NT_VUT_50,GPP_NT_VUT_75,RECO_DT_VUT_REF,RECO_DT_VUT_25,RECO_DT_VUT_50,RECO_DT_VUT_75,GPP_DT_VUT_REF,GPP_DT_VUT_25,GPP_DT_VUT_50,GPP_DT_VUT_75,RECO_SR,RECO_SR_N
201209,13.031,1.0,308.793,141.504,1.0,319.261,1.0,2.497,1.0,96.67,0.0,1.94,1.0,1.068,1.0,0.150038714843,0.8375,-9999,-9999,271.442243006,0.997916666667,13.6587152778,1.0,33.8857263053,1.0,340.25350625,1.0,422.351,0.990972,11.741,11.796,11.549,12.04,12.21,1.0,1.0,1.0,1.0,1.0,-1.57101,3.0,35.0079,0.988194,51.8202,0.385046,22.4933,0.988194,33.2955,0.405002,0.0915621,0.963194,0.0497842,0.0052754,0.146556,0.277791,0.948611,0.879861,0.969444,5.23686,5.20486,5.2988,5.34896,5.08522,5.05348,5.12371,5.17078,3.89602,3.57825,3.81711,4.0471,4.55393,4.51093,4.54716,4.63531,-9999,-9999
201210,7.653,1.0,209.865,74.855,1.0,313.647,0.774194,1.084,1.0,96.369,0.0,1.335,1.0,1.175,1.0,0.152548718805,0.862903225806,-9999,-9999,144.110304921,1.0,11.0630121905,1.0,19.1097976845,1.0,334.560146038,0.57123655914,423.073,1.0,7.082,7.22,7.185,8.001,8.562,1.0,1.0,1.0,1.0,1.0,-4.4485,3.0,13.6908,1.0,22.1013,0.247521,9.66728,1.0,15.606,0.35213,1.53639,0.975134,0.0261118,1.54563,1.58112,1.59755,0.962366,0.992608,0.992608,3.41739,3.11585,3.38711,3.45736,1.79317,1.56833,1.74878,1.85616,2.55911,2.55242,2.62032,2.70648,1.55015,1.53724,1.56708,1.5994,-9999,-9999
201211,4.644,1.0,131.352,34.585,1.0,323.307,0.352083,0.372,1.0,96.378,0.0,0.587,1.0,1.315,1.0,0.16799153499,0.93125,-9999,-9999,66.149510325,1.0,4.76442527361,1.0,8.2705852,1.0,-9999,-9999,419.548,0.897917,4.299,4.379,4.29,5.017,5.591,1.0,1.0,1.0,1.0,1.0,-3.26777,3.0,5.05806,0.892361,8.70671,0.113608,-6.11549,0.891667,-10.5269,0.370856,1.43947,0.834028,0.0160194,1.35368,1.53643,1.56503,0.741667,0.860417,0.860417,1.68356,1.54943,1.68356,1.71542,0.14713,0.135544,0.170359,0.198718,1.65801,1.38855,1.62831,1.65029,0.282811,0.239983,0.269141,0.296229,-9999,-9999
201212,-0.834,1.0,96.7061,31.078,1.0,287.206,1.0,0.276,1.0,96.233,0.0,1.097,1.0,1.304,1.0,0.158138380817,0.85752688172,10.3631717083,0.612903225806,55.922861932,0.999327956989,10.1600652438,1.0,8.47780440793,1.0,300.778696237,1.0,418.468,1.0,-0.248,-0.213,-0.032,1.093,2.193,1.0,1.0,1.0,1.0,1.0,-6.69208,3.0,1.90392,0.999328,3.58732,0.0725933,-5.99356,0.999328,-11.2929,0.294223,0.794952,0.999328,0.00982922,0.790346,0.833362,0.843594,0.998656,0.999328,0.999328,0.827275,0.809659,0.836605,0.846707,-0.00524024,-0.00411581,0.000578179,0.0174268,0.916449,0.910151,0.931533,0.953205,0.0813527,0.0788514,0.0820712,0.0870328,-9999,-9999
201301,-1.271,1.0,113.85,28.486,1.0,300.083,1.0,0.265,1.0,96.156,0.0,1.368,1.0,1.584,1.0,0.175159750569,0.866935483871,7.86040932014,0.967741935484,58.5274617619,1.0,26.0143998013,1.0,13.0386281414,1.0,307.789784946,1.0,420.377,1.0,-0.211,-0.024,-0.038,0.777,1.596,1.0,1.0,1.0,1.0,1.0,-4.60249,3.0,2.29946,0.999328,3.49128,0.11772,-9.06379,0.997984,-13.7616,0.308175,0.614562,0.977823,0.00797778,0.617373,0.644378,0.651582,0.979839,0.998656,0.997984,0.67192,0.682989,0.692851,0.696522,0.0298539,0.0348092,0.0419803,0.0787305,0.63389,0.551434,0.604224,0.635974,0.0353017,0.0244563,0.0286598,0.0362171,-9999,-9999
201302,-1.174,1.0,177.525,51.262,1.0,294.005,1.0,0.334,1.0,96.151,0.0,0.85,1.0,1.582,1.0,0.132959486163,0.856398809524,12.782403853,0.94568452381,93.3484849324,0.749255952381,54.2645386155,0.923363095238,25.6708029792,0.928571428571,308.202678571,1.0,421.191,1.0,0.545,0.528,0.241,0.837,1.52,1.0,1.0,1.0,1.0,1.0,-1.61004,3.0,2.78117,1.0,3.71389,0.104637,-0.846449,1.0,-1.13032,0.23432,0.642134,0.97619,0.00951198,0.627146,0.631075,0.721768,0.997024,0.977679,0.967262,0.600022,0.597842,0.600705,0.661562,-0.0409231,-0.036826,-0.0319997,-0.0284194,0.647495,0.65288,0.676215,0.854367,0.0461365,0.039487,0.0521076,0.0627408,-9999,-9999
201303,-0.008,1.0,271.782,105.461,1.0,284.929,1.0,0.889,1.0,95.752,0.0,0.484,1.0,1.964,1.0,0.188906973076,0.866935483871,49.7064246544,1.0,194.820768898,0.997983870968,51.2842773281,0.89314516129,28.1809293474,0.990591397849,312.833400538,1.0,421.526,1.0,-0.009,0.098,-0.039,0.616,1.288,1.0,1.0,1.0,1.0,1.0,-3.4248,3.0,10.3804,0.997312,14.3364,0.162917,14.4359,0.998656,19.9375,0.499377,0.730015,0.96707,0.00812806,0.724658,0.736798,0.754817,0.96371,0.976478,0.978495,0.842036,0.794826,0.813055,0.884081,0.106233,0.0706276,0.107058,0.131202,0.650892,0.671225,0.706106,0.737248,0.0357393,0.0377215,0.0589367,0.0746977,-9999,-9999
201304,8.42,1.0,372.133,153.044,1.0,319.794,1.0,2.934,1.0,96.445,0.0,0.247,1.0,1.569,1.0,0.177218559985,0.873611111111,92.8097562854,1.0,289.382208095,1.0,21.017319029,0.98125,22.9612440927,1.0,357.066944444,1.0,423.705,1.0,5.94,6.006,4.983,4.492,4.158,1.0,1.0,1.0,1.0,1.0,5.33597,3.0,24.4336,0.998611,33.7453,0.292382,38.9533,0.999306,53.7984,0.554447,1.30321,0.970833,0.0226837,1.23167,1.31285,1.36605,0.902778,0.975694,0.98125,2.01786,1.99084,2.09766,2.15381,0.699383,0.706244,0.7546,0.800389,1.47191,1.47191,1.53883,1.59578,0.386387,0.386743,0.408947,0.453107,-9999,-9999
201305,12.261,1.0,449.254,177.339,1.0,343.444,1.0,2.552,1.0,96.031,0.0,3.523,1.0,1.562,1.0,0.210838896926,0.931451612903,115.760956653,0.999327956989,331.149143259,0.999327956989,12.5902934476,1.0,29.8773673872,1.0,374.970060484,1.0,407.15,1.0,10.961,11.02,10.535,10.518,10.143,1.0,1.0,1.0,1.0,1.0,3.03686,3.0,51.8921,1.0,78.0983,0.602896,23.2174,0.999328,34.9426,0.664901,-2.97645,0.994624,0.0641915,-3.14234,-2.92549,-2.84046,0.989247,0.995296,0.997312,4.76675,4.64712,4.71465,4.7735,7.65215,7.59667,7.65566,7.73894,2.48381,2.47238,2.6006,3.05988,6.18945,6.17906,6.21018,6.25252,-9999,-9999
201306,14.95,0.997917,484.38,212.215,0.973611,365.131,0.944444,3.266,0.994444,96.619,0.0,7.053,1.0,1.417,0.997222,0.191021231604,0.868055555556,137.692380124,1.0,365.486270499,0.552777777778,15.843149761,0.58125,-9999,-9999,396.372821493,0.58125,402.489,1.0,14.142,14.037,13.292,13.107,12.491,0.940972,0.940972,0.940972,0.940972,0.940972,6.36073,3.0,63.4499,0.999306,93.3154,0.596635,14.2214,0.997917,20.9154,0.397026,-1.41268,0.968056,0.0529185,-1.75589,-1.31122,-1.1006,0.933333,0.974306,0.988889,3.67212,3.71582,3.74064,3.82847,4.96086,4.92425,4.99695,5.40373,4.44419,3.5427,4.35181,4.56694,6.60225,6.20992,6.60605,6.68669,-9999,-9999
201307,19.406,1.0,467.698,274.118,0.995296,364.077,0.979839,6.352,1.0,96.941,0.0,0.019,1.0,1.051,1.0,0.159883372539,0.92876344086,180.154458649,0.998655913978,531.053850486,1.0,21.3771684712,0.922715053763,48.3642579497,1.0,409.083759579,0.933467741935,426.289,0.969758,16.272,16.213,15.463,15.095,14.378,0.979839,0.979839,0.979839,0.979839,0.979839,4.74772,3.0,99.4109,1.0,142.791,0.650719,23.2477,1.0,33.3923,0.36439,-2.39977,0.909946,0.0502963,-2.44554,-2.36663,-2.31472,0.88172,0.935484,0.943548,7.44845,6.64591,7.70318,8.00742,9.81359,8.96504,9.98491,10.4072,7.9754,6.83255,7.47568,8.44659,10.2637,9.65252,9.95189,10.5699,-9999,-9999
201308,17.767,1.0,404.007,205.397,1.0,362.876,1.0,5.294,1.0,96.961,0.991935,1.858,0.999328,0.906,1.0,0.137493782271,0.932795698925,131.702959143,0.997311827957,401.723742416,0.996639784946,17.8106813291,1.0,34.9269679751,1.0,400.247883065,1.0,435.359,0.978495,14.908,14.922,14.524,14.578,14.398,1.0,1.0,1.0,1.0,1.0,0.913038,3.0,68.4212,0.997312,99.5647,0.518086,22.4553,0.997984,32.6763,0.362837,0.613223,0.942876,0.0449712,0.505478,0.66572,0.790387,0.834005,0.867608,0.942876,8.39262,8.04633,8.31739,8.4106,7.67348,7.45731,7.5995,7.73098,7.69107,7.20881,7.55733,7.74871,7.26147,6.96338,7.066,7.29484,-9999,-9999
201309,12.547,1.0,312.066,129.956,1.0,347.153,1.0,1.918,1.0,96.635,0.854167,1.552,0.8875,1.223,1.0,0.181303090551,0.936805555556,80.6619931253,0.997222222222,250.400579682,0.996527777778,13.2091928097,1.0,21.4895176924,1.0,373.674861111,1.0,425.79,0.954167,10.584,10.703,10.519,10.883,11.111,1.0,1.0,1.0,1.0,1.0,-1.37646,3.0,39.5141,0.980556,62.3034,0.434271,13.6801,1.0,21.5699,0.385095,0.00174642,0.921528,0.035389,-0.0531445,0.0308154,0.12984,0.90625,0.923611,0.9,4.44884,4.22754,4.3624,5.12304,4.41134,4.24583,4.41134,4.9789,3.44418,3.55011,3.66669,4.07127,4.18675,4.21661,4.29513,4.35636,-9999,-9999
201310,8.887,1.0,212.937,94.785,1.0,325.267,1.0,1.838,1.0,96.878,1.0,1.265,1.0,1.138,1.0,0.164955015629,0.930779569892,48.6922946441,0.997983870968,176.961670464,0.998655913978,11.2983872055,1.0,16.2895959845,1.0,354.690725806,1.0,440.923,0.739247,6.945,7.12,6.986,7.44,7.822,1.0,1.0,1.0,1.0,1.0,-1.71717,3.0,24.811,0.735887,35.0064,0.282172,14.0066,1.0,19.7623,0.481469,1.66108,0.719086,0.0222731,1.62126,1.67295,1.78958,0.698253,0.719086,0.732527,2.4606,2.33435,2.43452,2.97417,0.737881,0.723992,0.757596,1.17654,2.19042,2.06232,2.52751,2.7089,1.07351,1.07351,1.54123,1.87348,-9999,-9999
201311,4.289,1.0,133.323,38.124,1.0,316.885,1.0,0.505,1.0,96.529,1.0,0.747,1.0,1.612,1.0,0.2058186965,0.924305555556,14.947416505,0.998611111111,69.0830262356,0.997222222222,5.01631652375,1.0,6.21396985292,1.0,333.732152778,1.0,439.767,1.0,3.211,3.394,3.653,4.51,5.359,1.0,1.0,1.0,1.0,1.0,-4.47684,3.0,10.3172,1.0,14.5568,0.233575,-1.08239,1.0,-1.52717,0.320754,1.50092,0.999306,0.0111962,1.48312,1.51048,1.55662,0.998611,0.999306,0.999306,1.60606,1.517,1.5702,1.66499,0.0763712,0.0330423,0.0597215,0.0988278,1.35951,1.36309,1.37498,1.38251,0.0555329,0.0554319,0.0566638,0.0583569,-9999,-9999
201312,0.884,1.0,97.0257,32.498,1.0,300.456,1.0,0.227,1.0,97.22,1.0,0.084,1.0,1.473,1.0,0.170274534773,0.70564516129,8.6204113489,0.997311827957,58.2803078813,1.0,4.91428850142,1.0,6.60555466243,1.0,317.28219086,1.0,439.324,1.0,-0.168,-0.017,0.21,1.189,2.049,1.0,1.0,1.0,1.0,1.0,-4.01203,3.0,4.23444,0.995296,5.55419,0.153207,0.225021,0.994624,0.295153,0.338352,0.845384,0.941532,0.00746824,0.792537,0.862689,0.92475,0.915323,0.946909,0.965726,0.906105,0.885729,0.921945,0.92764,0.0194952,0.00565115,0.0203878,0.0436771,0.875104,0.854058,0.875104,0.946343,0.0838813,0.0566752,0.0753526,0.0838813,-9999,-9999
201401,0.289,1.0,113.85,34.928,1.0,300.033,1.0,0.194,1.0,96.162,1.0,0.671,1.0,1.459,1.0,0.1613350352,0.850134408602,9.71385607252,0.999327956989,67.2088030999,1.0,13.994422581,1.0,10.2087562086,1.0,314.884543011,1.0,426.96,0.997984,0.018,0.1,0.099,0.954,1.658,1.0,1.0,1.0,1.0,1.0,-3.24711,3.0,3.30717,0.997312,4.33792,0.128148,-0.835183,0.997984,-1.09549,0.275457,0.592624,0.935484,0.00571645,0.607847,0.612601,0.648528,0.929435,0.93414,0.948925,0.652238,0.594186,0.619561,0.662458,0.031775,-0.014266,0.0111704,0.0159052,0.668216,0.678816,0.695244,0.714401,0.0563915,0.0520478,0.0604453,0.0664509,-9999,-9999
201402,1.491,1.0,177.525,77.657,1.0,294.707,1.0,0.604,1.0,96.185,1.0,0.207,1.0,1.83,1.0,-9999,-9999,34.5769719792,1.0,149.541450664,1.0,21.5873006172,0.857142857143,16.7262461886,1.0,321.031547619,1.0,416.344,0.983631,-0.389,-0.205,-0.41,-0.164,0.615,1.0,1.0,1.0,1.0,1.0,-1.38423,3.0,6.63369,0.978423,9.38689,0.137008,7.78421,0.980655,11.0149,0.33448,0.59576,0.825893,0.00594456,0.55943,0.570458,0.59576,0.884673,0.745536,0.825893,0.594779,0.565956,0.6235,0.657926,-0.00328916,-0.00328916,0.00626369,0.073153,0.46721,0.437122,0.456707,0.476588,0.023224,0.017076,0.0211225,0.0256615,-9999,-9999
201403,5.734,1.0,271.782,131.536,1.0,322.611,0.972446,2.265,1.0,96.673,1.0,0.716,1.0,1.595,1.0,0.19642506032,0.78561827957,66.7603458657,0.998655913978,256.480941637,1.0,-9999,-9999,25.0272326337,0.558467741935,371.038617608,1.0,421.433,1.0,2.286,2.191,2.451,2.36,2.95,1.0,1.0,1.0,1.0,1.0,3.34556,3.0,13.731,0.998656,19.4299,0.214801,30.9845,1.0,43.8441,0.525955,0.939294,0.954301,0.00838534,0.939606,0.948664,1.13682,0.927419,0.924731,0.977151,1.00243,0.957806,0.990016,1.13695,0.0442772,-0.0592593,0.00813159,0.0273014,0.8698,0.89118,0.903995,1.09601,0.0457927,0.0457927,0.0601772,0.137205,-9999,-9999
201404,9.418,1.0,372.133,172.88,0.998611,347.106,1.0,2.377,1.0,96.413,1.0,0.567,1.0,1.571,1.0,0.172892842107,0.603472222222,101.49267094,0.996527777778,338.283567412,0.999305555556,-9999,-9999,-9999,-9999,385.608541667,1.0,429.352,0.967361,5.791,5.591,5.513,5.048,5.21,1.0,1.0,1.0,1.0,1.0,4.14285,3.0,23.6094,0.971528,33.8901,0.304293,44.3684,0.974306,63.6885,0.524042,1.17736,0.842361,0.020394,1.12228,1.23721,1.4214,0.779861,0.875,0.915972,2.31309,2.3512,2.47611,2.66876,1.02952,1.18911,1.24234,1.27042,1.97565,1.87602,1.97841,2.24998,0.95851,0.923509,0.964821,1.19196,-9999,-9999
201405,12.037,0.991263,449.254,185.884,0.979839,352.348,0.735887,3.125,0.987231,96.521,0.957661,3.733,0.957661,1.696,0.999328,0.224997863992,0.907258064516,118.815939561,0.854166666667,344.579453676,0.972446236559,-9999,-9999,48.7642346125,0.611559139785,-9999,-9999,412.593,1.0,8.613,8.425,8.338,7.754,7.676,1.0,1.0,1.0,1.0,1.0,8.72843,3.0,49.4078,0.997984,66.3431,0.453761,32.4268,0.99664,43.5416,0.468097,-1.58071,0.983871,0.0380067,-1.60976,-1.57281,-1.49649,0.976478,0.987231,0.992608,3.74118,3.68295,3.78341,3.86045,5.26775,5.2812,5.34418,5.37826,3.6584,3.6584,3.6768,3.94748,5.17233,5.17233,5.18189,5.35642,-9999,-9999
201406,16.091,1.0,484.38,263.51,1.0,342.752,0.996528,7.424,1.0,96.733,1.0,1.513,1.0,0.979,1.0,0.172227246449,0.927083333333,163.014334004,0.986111111111,512.316939544,1.0,20.4944853263,0.920833333333,49.7439171338,0.921527777778,391.11740765,0.920833333333,424.741,0.992361,11.057,10.853,10.699,9.981,9.751,1.0,1.0,1.0,1.0,1.0,8.90063,3.0,80.501,1.0,106.351,0.521225,38.1274,0.998611,50.3707,0.459926,-2.57981,0.958333,0.0443262,-2.64627,-2.57612,-2.53355,0.959028,0.972917,0.955556,5.82393,5.99804,6.03832,6.28162,8.48947,8.55139,8.7103,8.85482,6.88519,6.79739,6.86879,7.02517,9.2576,8.96446,9.22459,9.32424,-9999,-9999
201407,18.67,1.0,467.698,233.732,1.0,362.634,0.324597,6.157,1.0,96.453,1.0,3.323,1.0,0.829,0.899194,0.150394031868,0.813172043011,142.056010555,0.995967741935,459.625324904,0.997311827957,21.2506148241,1.0,-9999,-9999,-9999,-9999,421.264,0.981183,13.454,12.818,12.867,11.932,11.466,1.0,1.0,1.0,1.0,1.0,13.5882,3.0,73.3905,0.991263,91.7223,0.535369,30.6806,0.986559,38.3441,0.395691,-0.739189,0.854839,0.0464632,-0.836913,-0.818748,-0.770189,0.908602,0.920027,0.87836,6.92433,6.67653,6.88002,7.17421,7.76124,7.4149,7.7179,8.01007,8.61153,8.08482,8.7,8.80431,8.81344,8.60404,8.86544,9.17872,-9999,-9999
201408,15.565,1.0,404.007,169.687,0.995296,360.746,1.0,3.756,1.0,96.547,1.0,2.071,1.0,0.779,0.999328,0.138520620385,0.915994623656,111.330091569,0.987903225806,320.376260279,0.999327956989,15.3035493313,1.0,27.3548238828,0.999327956989,387.929726464,0.999327956989,421.693,1.0,12.906,12.365,12.636,12.399,12.226,1.0,1.0,1.0,1.0,1.0,8.61905,3.0,46.9476,0.999328,71.1593,0.509454,23.9879,0.999328,36.3589,0.354227,0.208573,0.926747,0.0368027,-0.0803208,0.208573,0.568425,0.807124,0.926747,0.994624,5.71079,5.48032,5.63783,6.45055,5.41731,5.50532,5.63415,5.88816,6.81658,6.4402,6.91531,7.13207,6.13111,6.12436,6.23114,6.39701,-9999,-9999
201409,13.997,1.0,312.066,121.388,1.0,352.812,0.388194,2.601,1.0,96.861,1.0,2.187,1.0,1.008,1.0,0.164393474191,0.918055555556,61.603686522,0.999305555556,237.808846618,0.997916666667,12.9779680306,1.0,-9999,-9999,-9999,-9999,410.465,1.0,11.866,11.928,11.403,11.537,11.428,1.0,1.0,1.0,1.0,1.0,16.3696,3.0,29.3442,1.0,27.1748,0.340033,19.6869,1.0,18.2315,0.391952,0.511855,0.979167,0.0259539,0.491218,0.510585,0.53253,0.959028,0.977778,0.990972,3.68127,3.76812,3.78934,3.81671,3.14874,3.25389,3.28029,3.30485,3.67393,3.50426,3.67598,3.70641,3.20156,3.15222,3.23667,3.27239,-9999,-9999
201410,10.45,1.0,212.937,66.53,1.0,345.595,1.0,1.385,1.0,96.903,1.0,1.968,1.0,0.964,0.96707,0.154516714037,0.854166666667,38.6868086457,0.997983870968,126.569998345,0.997983870968,8.12121365591,1.0,9.75132308872,0.935483870968,363.518128003,0.999327956989,423.738,1.0,9.047,8.978,8.799,9.036,9.368,1.0,1.0,1.0,1.0,1.0,10.4931,3.0,11.5724,0.998656,14.5795,0.180881,11.0774,1.0,13.9559,0.312166,1.53074,0.964382,0.0206675,1.52829,1.56986,1.62344,0.962366,0.895833,0.988575,2.86976,2.79524,2.85058,2.9122,1.27484,1.26973,1.27823,1.2887,2.49604,2.54768,2.58735,2.678,1.20455,1.20579,1.23548,1.28116,-9999,-9999
201411,6.181,1.0,133.323,30.701,1.0,332.215,1.0,0.85,1.0,96.502,1.0,0.427,1.0,1.29,0.999306,0.210498979827,0.927777777778,14.8759928264,1.0,58.6475232424,1.0,3.80644453472,1.0,4.28831890347,1.0,343.751111111,1.0,413.202,1.0,5.28,5.277,5.13,5.524,6.209,1.0,1.0,1.0,1.0,1.0,2.95528,3.0,6.16375,1.0,8.0848,0.101104,2.92836,0.998611,3.84104,0.241358,1.39014,0.994444,0.0111218,1.36531,1.37526,1.38061,0.999306,0.999306,0.991667,1.59905,1.61436,1.62368,1.63506,0.238891,0.247115,0.250745,0.255794,1.60291,1.62261,1.65889,1.70988,0.252079,0.236234,0.256291,0.276912,-9999,-9999
201412,2.159,1.0,97.0257,26.047,1.0,304.067,1.0,1.181,1.0,96.831,1.0,0.239,1.0,1.422,0.99328,0.218453683003,0.906586021505,1.00097908983,0.987231182796,46.1068105091,1.0,3.92644639919,1.0,4.5824100375,1.0,323.50577957,1.0,401.736,1.0,1.358,1.457,1.482,2.039,2.969,1.0,1.0,1.0,1.0,1.0,-4.22325,3.0,5.39255,0.999328,7.07325,0.13049,-6.78715,0.999328,-8.9025,0.336381,0.762606,0.999328,0.00930268,0.756988,0.768558,0.785798,0.994624,0.999328,0.999328,0.803424,0.712439,0.770799,0.8182,0.0304622,-0.0441849,0.00224149,0.0324051,0.760515,0.746694,0.754785,0.775103,0.0280178,0.0238769,0.0264775,0.0357613,-9999,-9999
