TIMESTAMP,TA_F,TA_F_QC,SW_IN_POT,SW_IN_F,SW_IN_F_QC,LW_IN_F,LW_IN_F_QC,VPD_F,VPD_F_QC,PA_F,PA_F_QC,P_F,P_F_QC,WS_F,WS_F_QC,USTAR,USTAR_QC,NETRAD,NETRAD_QC,PPFD_IN,PPFD_IN_QC,PPFD_OUT,PPFD_OUT_QC,SW_OUT,SW_OUT_QC,LW_OUT,LW_OUT_QC,CO2_F_MDS,CO2_F_MDS_QC,TS_F_MDS_1,TS_F_MDS_2,TS_F_MDS_3,TS_F_MDS_4,TS_F_MDS_5,TS_F_MDS_1_QC,TS_F_MDS_2_QC,TS_F_MDS_3_QC,TS_F_MDS_4_QC,TS_F_MDS_5_QC,SWC_F_MDS_1,SWC_F_MDS_2,SWC_F_MDS_3,SWC_F_MDS_1_QC,SWC_F_MDS_2_QC,SWC_F_MDS_3_QC,G_F_MDS,G_F_MDS_QC,LE_F_MDS,LE_F_MDS_QC,LE_CORR,LE_RANDUNC,H_F_MDS,H_F_MDS_QC,H_CORR,H_RANDUNC,NEE_VUT_REF,NEE_VUT_REF_QC,NEE_VUT_REF_RANDUNC,NEE_VUT_25,NEE_VUT_50,NEE_VUT_75,NEE_VUT_25_QC,NEE_VUT_50_QC,NEE_VUT_75_QC,RECO_NT_VUT_REF,RECO_NT_VUT_25,RECO_NT_VUT_50,RECO_NT_VUT_75,GPP_NT_VUT_REF,GPP_NT_VUT_25,GPP_NT_VUT_50,GPP_NT_VUT_75,RECO_DT_VUT_REF,RECO_DT_VUT_25,RECO_DT_VUT_50,RECO_DT_VUT_75,GPP_DT_VUT_REF,GPP_DT_VUT_25,GPP_DT_VUT_50,GPP_DT_VUT_75,RECO_SR,RECO_SR_N
201208,16.511,0.874328,395.729,199.475,0.877016,331.553,0.874328,7.431,0.874328,93.548,1.0,1.929,0.590054,2.658,0.999328,0.502145754379,0.987903225806,124.517722091,0.849462365591,374.577064938,0.848790322581,7.65670228268,0.849462365591,16.3027715099,0.849462365591,398.77289422,0.849462365591,388.488,1.0,13.582,13.222,13.146,12.795,11.953,0.874328,0.874328,0.874328,0.874328,0.874328,18.926,16.051,18.442,0.873656,0.873656,0.873656,1.62485,0.874328,44.106,1.0,64.571,0.570683,36.826,1.0,53.9131,0.801858,-2.38031,0.864247,0.0839546,-2.44941,-2.37125,-2.33982,0.83871,0.87836,0.905242,5.94483,5.82014,5.96558,6.01839,8.32514,8.26696,8.32514,8.38598,7.82888,6.16489,6.92518,7.82888,9.44848,8.23519,8.81869,9.44848,3.94784,1.0
201209,11.681,0.941667,299.379,139.552,0.942361,311.924,0.941667,3.814,0.941667,93.367,1.0,1.757,0.886806,2.774,0.998611,0.533816566451,0.984722222222,70.1216978533,0.931944444444,250.885254243,0.931944444444,5.40520089286,0.933333333333,11.1680059524,0.933333333333,372.045386905,0.932638888889,386.056,1.0,10.505,10.665,10.661,10.796,10.862,0.941667,0.941667,0.941667,0.941667,0.941667,14.071,17.279,19.45,0.941667,0.941667,0.941667,-1.1456,0.941667,29.265,1.0,47.886,0.438634,14.3073,0.999306,23.4109,0.860067,-1.88804,0.917361,0.0629343,-2.07738,-1.998,-1.89791,0.890278,0.905556,0.940278,5.60937,5.47928,5.54877,5.5761,7.49742,7.40275,7.49742,7.57989,5.07914,4.98903,5.65014,5.87684,7.27096,7.27096,7.4716,7.70459,2.92382,1.0
201210,6.272,0.645833,198.027,81.795,0.647849,285.234,0.631048,2.471,0.645833,92.978,1.0,2.143,0.645161,3.176,0.969758,0.607268048533,0.948924731183,-9999,-9999,145.763604167,0.633064516129,4.87289375,0.633064516129,7.01477419355,0.63373655914,340.98025625,0.627016129032,395.079,1.0,6.495,7.055,7.062,7.579,8.339,0.645833,0.645833,0.645833,0.645833,0.645833,13.804,14.589,15.87,0.645833,0.645833,0.645833,-2.68543,0.645833,15.8865,1.0,20.5179,0.41637,-3.26777,1.0,-4.22044,0.92592,-0.227641,0.830645,0.0507292,-0.300067,-0.220945,-0.187111,0.780242,0.842742,0.854167,3.70642,3.66646,3.68682,3.70638,3.93406,3.82305,3.91687,3.98203,3.5794,3.58623,3.60181,3.66259,3.73279,3.36519,3.70171,3.73644,1.99392,1.0
201211,2.857,1.0,118.973,33.489,1.0,289.929,1.0,0.809,1.0,92.879,0.996528,3.042,0.951389,3.365,0.899306,0.71972899055,0.836111111111,-6.35100694444,1.0,60.9044213948,0.998611111111,1.69582638889,1.0,2.51418055556,1.0,327.257840278,1.0,401.506,1.0,3.265,3.863,3.891,4.447,5.425,1.0,1.0,1.0,1.0,1.0,17.061,19.96,23.005,1.0,1.0,1.0,-3.35786,1.0,5.53006,1.0,5.23576,0.389428,-8.69146,1.0,-8.2289,1.11201,1.2737,0.993056,0.0478183,1.27855,1.29098,1.32216,0.996528,0.993056,0.990972,3.07117,3.07291,3.10941,3.16717,1.79747,1.78637,1.79747,1.83538,2.69174,2.86387,2.92221,2.98456,1.59795,1.59375,1.65634,1.67833,1.41561,1.0
201212,-2.118,1.0,84.6216,26.982,1.0,270.268,1.0,0.531,1.0,92.625,1.0,3.755,0.870968,3.583,0.917339,0.73373766437,0.898521505376,-10.2248051075,1.0,48.0990201041,0.998655913978,5.36517473118,1.0,3.99406586022,1.0,303.485215054,1.0,412.821,0.999328,1.042,1.587,1.639,2.248,3.364,1.0,1.0,1.0,1.0,1.0,21.738,22.57,26.833,1.0,1.0,1.0,-3.79182,1.0,1.50824,0.999328,1.30153,0.215008,-22.6959,0.999328,-19.5853,1.15922,1.75792,0.987231,0.0354401,1.68586,1.76149,1.81182,0.989247,0.986559,0.982527,1.77289,1.68541,1.73247,1.77289,0.0149681,-0.0325276,1.27756e-05,0.0193398,1.40286,1.32977,1.33698,1.38851,0.232883,0.221709,0.226663,0.232883,1.13128,1.0
201301,-3.83,1.0,101.507,19.942,0.981855,283.325,1.0,0.285,1.0,92.756,1.0,4.39,1.0,3.508,0.889113,0.680062390016,0.860887096774,4.3083266129,1.0,25.8152842599,0.997311827957,4.99501344086,1.0,3.0236155914,1.0,297.340772849,1.0,418.289,1.0,-0.236,0.243,0.305,0.787,1.708,1.0,1.0,1.0,1.0,1.0,23.582,23.165,27.011,1.0,1.0,1.0,-4.33121,1.0,0.366163,0.998656,0.28528,0.108727,10.3983,1.0,8.10141,0.746671,0.78033,0.975806,0.0224082,0.73639,0.764842,0.78003,0.975134,0.980511,0.975806,0.832535,0.788154,0.817567,0.827983,0.0525981,0.0400338,0.05097,0.0659264,0.66778,0.664669,0.678255,0.798102,0.0773712,0.0764809,0.0781722,0.111358,0.99112,1.0
201302,-4.273,1.0,165.12,31.464,1.0,280.071,1.0,0.254,1.0,92.847,1.0,2.817,0.995536,2.947,0.754464,0.402893699206,0.733630952381,12.8898511905,1.0,48.5381032168,0.986607142857,7.16145089286,1.0,4.39549107143,1.0,294.888258929,1.0,414.159,0.999256,-0.473,-0.307,-0.32,0.036,0.778,1.0,1.0,1.0,1.0,1.0,30.304,22.539,26.658,1.0,1.0,1.0,-2.24901,1.0,2.63767,0.999256,2.04742,0.151951,16.7933,0.999256,13.0354,0.781762,0.659577,0.90253,0.0194689,0.659577,0.669726,0.683362,0.90253,0.838542,0.93006,0.755851,0.591999,0.74761,0.796835,0.116551,-0.0770301,0.0880329,0.125833,1.36478,1.27941,1.37647,1.47399,0.25135,0.252554,0.334929,0.347359,0.964496,1.0
201303,-4.263,1.0,261.012,99.158,0.982527,260.799,1.0,0.641,1.0,92.485,1.0,1.271,1.0,3.377,0.963038,0.586147950463,0.933467741935,55.1489717742,1.0,165.07947838,0.997983870968,8.55724462366,1.0,9.07702956989,1.0,296.025530914,1.0,406.101,1.0,-0.377,-0.192,-0.141,0.156,0.749,1.0,1.0,1.0,1.0,1.0,31.013,22.83,27.374,1.0,1.0,1.0,-1.37206,1.0,6.30137,0.999328,9.18811,0.211109,32.4263,1.0,47.2812,1.07334,0.738219,0.969758,0.0221137,0.681598,0.738219,0.788831,0.984543,0.969758,0.969758,0.863558,0.863558,0.880605,0.918458,0.144249,0.144249,0.154299,0.182146,0.808371,0.792686,0.824933,0.950494,0.227295,0.227295,0.238148,0.276506,0.97313,1.0
201304,5.197,1.0,364.857,133.855,0.997917,299.769,1.0,2.682,1.0,93.146,1.0,1.837,1.0,2.686,0.878472,0.454858006869,0.627777777778,84.6934375,1.0,235.798053191,0.998611111111,6.01347916667,1.0,9.71988888889,1.0,339.321361111,1.0,411.929,0.860417,2.211,1.879,1.82,1.657,1.486,1.0,1.0,1.0,1.0,1.0,31.629,23.138,27.883,1.0,1.0,1.0,1.9853,1.0,28.0278,0.851389,43.9683,0.505292,21.4793,0.99375,33.6954,0.752381,-2.65338,0.748611,0.0621517,-2.66426,-2.63118,-2.57936,0.785417,0.695833,0.713889,2.64989,2.46219,2.56589,2.65845,5.32811,5.00922,5.19151,5.31183,0.896461,0.890105,1.02257,1.37181,4.86065,4.74321,4.82134,4.92822,1.29737,1.0
201305,9.167,1.0,445.952,148.239,1.0,324.884,1.0,2.244,1.0,92.79,1.0,6.229,1.0,2.877,0.587366,0.600350871143,0.518817204301,103.040477151,1.0,266.540087366,0.998655913978,4.51003360215,1.0,10.2757258065,1.0,359.740564516,1.0,400.394,0.93078,7.74,7.373,7.255,6.839,5.9,1.0,1.0,1.0,1.0,1.0,33.716,23.113,25.963,1.0,1.0,1.0,2.96713,1.0,36.4843,0.925403,54.7872,0.472918,31.539,0.928763,47.361,0.781974,-2.91933,0.80578,0.0687139,-2.99141,-2.92389,-2.91759,0.686156,0.772177,0.811156,3.93338,3.96461,3.98652,4.02984,6.85097,6.87985,6.92985,7.02387,3.38944,3.15916,3.38944,4.0213,6.68057,6.45649,6.61218,6.77528,2.1198,1.0
201306,13.2,1.0,483.374,192.838,1.0,334.985,1.0,4.278,1.0,93.452,1.0,9.717,1.0,2.96,0.897917,0.526343643223,0.8875,131.134611111,1.0,347.693990544,0.997916666667,6.49315972222,1.0,15.3507083333,1.0,381.209159722,1.0,395.108,1.0,10.945,10.502,10.366,9.892,8.825,1.0,1.0,1.0,1.0,1.0,33.988,23.382,25.7,1.0,1.0,1.0,3.42988,1.0,53.9904,1.0,75.399,0.78708,37.1725,0.997917,51.9124,0.894388,-2.65344,0.947222,0.0727951,-2.79155,-2.74853,-2.65344,0.934722,0.917361,0.947222,6.78645,6.23257,6.55169,6.75844,9.36421,9.24776,9.34695,9.41188,5.50486,5.80102,6.34291,6.87699,8.88867,9.11691,9.47407,9.69551,2.93083,1.0
201307,17.353,1.0,465.726,242.606,1.0,336.548,1.0,7.791,1.0,93.779,1.0,1.165,1.0,2.504,0.821909,0.452366935583,0.813172043011,155.68375672,1.0,431.593474462,1.0,7.52985215054,1.0,20.1746236559,1.0,403.275087366,1.0,398.991,0.997312,13.722,12.94,12.793,12.152,10.882,1.0,1.0,1.0,1.0,1.0,24.64,18.372,19.295,1.0,1.0,1.0,3.77135,1.0,59.0987,0.997312,79.0458,0.686691,54.3558,0.997312,72.7021,0.747057,-4.54165,0.809812,0.0809844,-4.97768,-4.56192,-4.39943,0.722446,0.818548,0.829973,7.45373,6.96559,7.26207,7.42439,12.0156,11.5758,11.966,12.2629,9.67477,7.7814,8.36698,10.2909,13.5665,12.1576,12.7484,13.8419,3.71155,1.0
201308,15.96,1.0,398.522,193.583,1.0,331.183,1.0,6.903,1.0,93.634,1.0,1.535,1.0,2.585,0.844086,0.454709840952,0.841397849462,114.208649194,1.0,345.811700269,1.0,6.32840053763,1.0,15.7299327957,1.0,394.837170699,1.0,393.957,0.991935,13.332,13.066,12.98,12.729,12.045,1.0,1.0,1.0,1.0,1.0,15.186,15.329,16.046,1.0,1.0,1.0,1.11212,1.0,55.1312,0.991935,72.991,0.681191,29.9232,0.990591,39.6168,0.74059,-3.67301,0.821909,0.08249,-3.68451,-3.62886,-3.52314,0.818548,0.876344,0.807124,5.23799,4.96672,5.10616,5.43261,8.94396,8.43896,8.80346,9.07633,6.5997,6.39595,6.96132,7.95649,9.76799,9.76799,10.2072,10.7147,3.60403,1.0
201309,9.667,1.0,302.761,101.645,1.0,321.111,1.0,1.833,1.0,93.276,1.0,2.967,1.0,3.139,0.863194,0.611007137661,0.83125,53.4756041667,1.0,180.728746306,0.999305555556,3.47814583333,1.0,7.86900694444,1.0,361.384993056,1.0,399.672,0.995139,9.516,9.812,9.828,10.075,10.299,1.0,1.0,1.0,1.0,1.0,17.094,20.009,21.063,1.0,1.0,1.0,-1.82184,1.0,20.1328,0.995833,29.6904,0.403548,4.20111,0.995139,6.19548,0.716903,-0.387449,0.990278,0.0586658,-0.439156,-0.407036,-0.387449,0.990972,0.991667,0.990278,4.8054,4.63837,4.68459,4.75707,5.18723,5.03345,5.1369,5.1681,4.04244,3.76699,3.94177,4.04244,4.73452,4.57742,4.66905,4.77367,2.51235,1.0
201310,8.098,1.0,201.147,86.774,1.0,295.408,1.0,2.325,1.0,93.354,1.0,2.319,1.0,3.338,0.858199,0.687835718045,0.846102150538,22.7587096774,1.0,152.470907258,1.0,3.07668682796,1.0,6.91840053763,1.0,352.505127688,1.0,400.262,1.0,7.281,7.501,7.507,7.701,7.989,1.0,1.0,1.0,1.0,1.0,25.253,20.378,22.837,1.0,1.0,1.0,-1.21891,1.0,24.0541,1.0,39.1,0.498001,-9.30319,1.0,-15.1223,0.873424,0.246002,0.998656,0.0572629,0.234424,0.246367,0.260684,0.998656,0.998656,0.997984,4.75232,4.74583,4.76153,4.76929,4.51644,4.50412,4.51379,4.52124,3.67357,3.4962,3.60467,3.65926,3.97657,3.88336,3.93596,3.97657,2.03047,1.0
201311,1.724,1.0,120.939,29.153,1.0,296.166,1.0,0.599,1.0,93.02,1.0,1.99,1.0,3.108,0.777083,0.651186149628,0.774305555556,0.728361111111,1.0,52.231947695,0.997916666667,1.55578472222,1.0,2.19177777778,1.0,322.396243056,1.0,400.668,0.995139,3.171,3.891,4.007,4.732,5.957,1.0,1.0,1.0,1.0,1.0,28.872,21.824,24.382,1.0,1.0,1.0,-4.95402,1.0,3.98191,0.995139,3.5009,0.258061,2.05366,0.995139,1.80558,0.713624,0.871545,0.982639,0.0467098,0.868383,0.875482,0.901325,0.982639,0.982639,0.961806,2.32785,2.31193,2.32785,2.35798,1.45851,1.44183,1.45466,1.45851,2.53967,2.4439,2.50107,2.54183,1.65295,1.61962,1.64556,1.6532,1.38845,1.0
201312,2.195,1.0,84.9374,32.448,1.0,270.328,1.0,1.723,1.0,93.43,1.0,1.716,1.0,3.881,0.93414,0.804822016171,0.915994623656,-23.2726810226,0.998655913978,56.1723687123,0.997983870968,1.70033602151,1.0,2.78170026882,1.0,322.921626344,1.0,400.54,1.0,1.586,1.969,2.025,2.443,3.28,1.0,1.0,1.0,1.0,1.0,30.892,23.226,26.566,1.0,1.0,1.0,-2.57908,1.0,7.79227,0.999328,14.3333,0.406306,-18.9263,1.0,-34.8136,1.08383,1.25386,0.99328,0.0466701,1.25386,1.26534,1.27773,0.99328,0.99328,0.993952,2.23698,2.24503,2.26235,2.27128,0.99743,0.989917,0.995453,0.99743,1.44638,1.21551,1.41716,1.4927,0.728682,0.636892,0.719304,0.743984,1.1753,1.0
201401,-0.869,1.0,101.507,31.395,0.981183,275.799,1.0,0.612,1.0,92.551,1.0,0.803,1.0,3.345,1.0,0.712762961229,0.829301075269,-4.44250672043,1.0,45.528504508,0.968413978495,3.00102150538,1.0,3.02889112903,1.0,309.998823925,1.0,410.924,1.0,0.703,1.233,1.307,1.808,2.7,1.0,1.0,1.0,1.0,1.0,29.922,22.408,25.716,1.0,1.0,1.0,-3.89421,1.0,2.65085,0.992608,4.87605,0.696324,1.00217,1.0,1.84341,1.11819,1.31319,0.967742,0.0361689,1.2812,1.31319,1.40813,0.959005,0.967742,0.97043,2.21686,2.0042,2.0692,2.2391,0.835913,0.722595,0.762913,0.835913,1.09715,1.07024,1.0955,1.10678,0.588239,0.558309,0.578337,0.590109,1.26009,1.0
201402,1.01,1.0,165.12,75.002,0.998512,257.473,1.0,1.392,1.0,92.511,1.0,0.254,1.0,3.503,0.998512,0.806036267057,0.886904761905,7.28125015831,0.997767857143,124.635081106,0.994047619048,3.18939732143,1.0,6.12335565476,1.0,318.589077381,1.0,406.396,1.0,-0.001,0.093,0.116,0.48,1.282,1.0,1.0,1.0,1.0,1.0,29.136,22.321,25.64,1.0,1.0,1.0,-1.05051,1.0,8.15947,1.0,8.23241,0.798423,18.1054,1.0,18.2672,1.08051,0.382878,1.0,0.0393029,0.372401,0.382878,0.395734,1.0,1.0,1.0,1.97723,1.94335,1.96751,1.97723,1.58149,1.57,1.58043,1.58588,1.96461,1.99096,2.03866,2.06666,1.58858,1.6153,1.62845,1.63939,1.18563,1.0
201403,5.333,1.0,261.012,120.292,0.99664,274.277,1.0,2.997,1.0,93.208,1.0,1.639,1.0,3.183,0.987231,0.583056709619,0.867607526882,44.5462113999,0.995967741935,203.437604828,0.991935483871,4.76760080645,1.0,9.72759408602,1.0,339.070873656,1.0,401.328,1.0,3.196,3.108,3.072,3.009,2.933,1.0,1.0,1.0,1.0,1.0,31.684,22.651,25.665,1.0,1.0,1.0,0.726875,1.0,26.9531,0.99664,27.194,0.564108,18.0253,1.0,18.1864,0.88459,-1.95646,0.865591,0.0525782,-2.03214,-1.9545,-1.82022,0.836694,0.862903,0.975806,2.68365,2.67155,2.70715,2.74469,4.50515,4.50515,4.672,4.72347,3.49425,2.77654,3.13737,3.29739,5.40165,4.72229,4.8915,5.31827,1.52834,1.0
201404,8.413,1.0,364.857,148.531,1.0,301.65,1.0,2.957,1.0,93.078,1.0,1.423,1.0,2.748,0.999306,0.498479349677,0.907638888889,84.24634013,0.999305555556,262.964385491,0.998611111111,4.74426388889,1.0,10.9125555556,1.0,354.679090278,1.0,396.785,1.0,6.189,5.909,5.823,5.544,4.99,1.0,1.0,1.0,1.0,1.0,30.298,20.643,22.142,1.0,1.0,1.0,1.93785,1.0,38.4311,1.0,50.3219,0.603667,24.7381,1.0,32.3922,0.835773,-3.39066,0.953472,0.0516947,-3.50648,-3.4603,-3.43118,0.870833,0.940972,0.966667,3.42987,3.51423,3.5564,3.6129,6.83868,6.91835,7.01767,7.07065,4.21339,3.08565,3.87863,4.21339,7.00295,6.75564,7.00295,7.22689,1.9442,1.0
201405,9.246,1.0,445.952,178.417,1.0,314.755,1.0,2.901,1.0,93.201,1.0,3.574,1.0,3.002,0.99664,0.615567070761,0.917338709677,119.298534946,1.0,319.463254118,0.993951612903,6.12655913978,1.0,13.0861827957,1.0,360.541209677,1.0,392.154,0.997984,7.837,7.632,7.565,7.335,6.742,1.0,1.0,1.0,1.0,1.0,33.001,21.442,22.48,1.0,1.0,1.0,1.57471,1.0,44.9351,1.0,63.0764,0.697567,38.9304,1.0,54.6474,0.952646,-3.18864,0.957661,0.0650337,-3.31465,-3.19886,-3.12697,0.909274,0.985887,0.979839,5.25402,4.98775,5.15351,5.23781,8.35718,8.29583,8.34976,8.36126,4.29305,4.20721,4.30745,4.4657,7.83717,7.98987,8.04152,8.08731,2.22055,1.0
201406,13.392,1.0,483.374,224.638,1.0,323.961,1.0,5.885,1.0,93.458,1.0,1.937,0.576389,2.651,1.0,0.541221813963,0.941666666667,147.878569444,1.0,402.419902007,0.988888888889,7.08122222222,1.0,18.0009583333,1.0,382.3445,1.0,393.611,1.0,10.851,10.391,10.316,9.908,9.027,1.0,1.0,1.0,1.0,1.0,25.953,19.015,19.436,1.0,1.0,1.0,2.47102,1.0,67.6337,0.999306,79.3841,0.853388,56.0787,1.0,65.8217,0.965736,-4.4017,0.944444,0.0740319,-4.50135,-4.4017,-4.34176,0.936111,0.944444,0.975,6.60258,6.41732,6.70706,6.96117,10.9238,10.7838,11.1088,11.4736,5.259,5.52743,6.21606,6.74988,10.2663,10.5752,10.8645,11.4349,2.79154,1.0
201407,17.214,1.0,465.726,218.867,1.0,348.208,1.0,6.505,1.0,93.25,1.0,3.28,0.990591,2.404,1.0,0.456779331857,0.924059139785,147.510490591,1.0,394.712507578,0.992607526882,6.51794354839,1.0,17.137547043,1.0,402.255887097,1.0,390.946,1.0,14.026,13.281,13.177,12.475,11.093,1.0,1.0,1.0,1.0,1.0,20.709,18.388,18.05,1.0,1.0,1.0,3.89041,1.0,81.8847,0.999328,93.2652,1.08705,44.1391,0.999328,50.2737,0.831493,-3.28331,0.77621,0.0926754,-3.4559,-3.28331,-3.1558,0.869624,0.77621,0.763441,9.57665,7.7765,9.3899,9.61174,12.8673,10.9137,12.8557,12.985,8.8708,8.00638,8.57623,8.95747,11.3492,10.7428,10.9978,11.457,3.54826,1.0
201408,13.723,1.0,398.522,167.394,1.0,328.514,1.0,4.258,1.0,93.174,1.0,2.329,1.0,2.445,0.999328,0.524064423919,0.9375,100.855504032,1.0,299.585972604,0.998655913978,5.00647177419,1.0,12.9317069892,1.0,382.108326613,1.0,388.041,1.0,12.252,12.223,12.215,12.14,11.727,1.0,1.0,1.0,1.0,1.0,19.131,16.558,16.622,1.0,1.0,1.0,0.163569,1.0,69.0448,1.0,83.1004,0.95453,14.6161,1.0,17.5916,0.824585,-3.00636,0.939516,0.0902314,-3.10371,-3.05123,-2.8333,0.981183,0.960349,0.927419,8.42954,8.32746,8.42954,8.57055,11.5096,11.2931,11.4271,11.5876,7.20212,6.59591,7.20212,7.57371,10.5161,10.403,10.7846,11.2453,3.10182,1.0
201409,12.409,1.0,302.761,105.291,1.0,337.355,1.0,2.109,1.0,93.534,1.0,5.067,1.0,2.82,0.999306,0.520590093323,0.9125,59.2220019208,0.999305555556,188.358167258,0.998611111111,3.48634027778,1.0,7.70465277778,1.0,375.331694444,1.0,396.238,1.0,11.46,11.388,11.378,11.28,10.965,1.0,1.0,1.0,1.0,1.0,30.916,20.418,21.077,1.0,1.0,1.0,0.417285,1.0,10.5587,0.997917,12.7082,0.44535,5.52561,1.0,6.65047,0.722001,-0.889072,0.924306,0.0589455,-0.908169,-0.874754,-0.843605,0.890278,0.96875,0.95625,3.44491,3.29544,3.36575,3.41958,4.2771,4.21286,4.24834,4.27534,3.63528,3.21947,3.44793,3.72062,4.43342,4.12435,4.28636,4.94613,2.90805,1.0
201410,9.28,1.0,201.147,83.186,1.0,307.459,1.0,1.55,1.0,93.412,1.0,2.713,1.0,2.94,1.0,0.633455268606,0.915994623656,24.9580319957,0.997311827957,145.648514449,0.997983870968,2.54717362085,0.998655913978,6.01148229313,0.998655913978,358.878387973,0.998655913978,398.845,1.0,8.958,9.192,9.239,9.472,9.744,1.0,1.0,1.0,1.0,1.0,32.954,21.696,23.699,0.997312,0.997312,0.997312,-1.74776,1.0,1.16931,0.997984,1.46439,0.428025,-6.82803,1.0,-8.55109,0.956059,0.0893342,0.986559,0.0496554,0.0893342,0.10558,0.14077,0.986559,0.992608,0.971102,2.53822,2.42984,2.52,2.57682,2.45474,2.28096,2.43066,2.47491,3.02767,2.9991,3.029,3.06289,2.64497,2.56169,2.6396,2.68084,2.40451,1.0
201411,4.247,1.0,120.939,39.773,1.0,295.842,1.0,0.912,1.0,93.01,1.0,0.923,0.666667,3.35,0.930556,0.684592400263,0.8125,-0.957573863636,0.989583333333,71.179782197,0.989583333333,1.44680429293,0.989583333333,2.62875,0.989583333333,334.274888258,0.989583333333,407.497,1.0,5.047,5.62,5.729,6.291,7.175,1.0,1.0,1.0,1.0,1.0,32.773,21.597,23.976,1.0,1.0,1.0,-3.82655,1.0,-0.374322,0.999306,-0.542035,0.376737,-2.47785,1.0,-3.58804,1.00855,1.00575,0.986806,0.0437919,0.923662,1.00575,1.06316,0.988194,0.986806,0.981944,1.85705,1.85078,1.8881,1.91168,0.89453,0.863129,0.881425,0.927118,1.82338,1.82338,1.97182,2.05654,0.961747,0.961747,1.01083,1.03822,1.78329,1.0
201412,-0.579,1.0,84.9374,16.612,1.0,293.406,1.0,0.379,1.0,93.168,1.0,2.235,0.525538,3.632,0.78293,0.857163006433,0.698924731183,-3.30080745253,0.999327956989,30.0375962681,0.994623655914,1.55433467742,1.0,1.54757392473,1.0,311.778702957,1.0,404.628,0.995296,1.394,1.945,2.055,2.662,3.806,1.0,1.0,1.0,1.0,1.0,34.537,22.852,25.709,1.0,1.0,1.0,-3.78708,1.0,-1.10364,0.995296,-1.50019,0.728424,3.88246,0.995296,5.27748,1.00991,1.19993,0.986559,0.0285067,1.19893,1.2016,1.20715,0.986559,0.985887,0.986559,1.65586,1.65586,1.6672,1.6739,0.457569,0.457569,0.465882,0.472901,1.66307,1.55914,1.66307,1.68799,0.803307,0.763456,0.789201,0.809122,1.32645,1.0
