TIMESTAMP,TA_F,TA_F_QC,SW_IN_POT,SW_IN_F,SW_IN_F_QC,LW_IN_F,LW_IN_F_QC,VPD_F,VPD_F_QC,PA_F,PA_F_QC,P_F,P_F_QC,WS_F,WS_F_QC,USTAR,USTAR_QC,NETRAD,NETRAD_QC,PPFD_IN,PPFD_IN_QC,PPFD_OUT,PPFD_OUT_QC,SW_OUT,SW_OUT_QC,LW_OUT,LW_OUT_QC,CO2_F_MDS,CO2_F_MDS_QC,TS_F_MDS_1,TS_F_MDS_1_QC,SWC_F_MDS_1,SWC_F_MDS_2,SWC_F_MDS_1_QC,SWC_F_MDS_2_QC,G_F_MDS,G_F_MDS_QC,LE_F_MDS,LE_F_MDS_QC,LE_CORR,LE_RANDUNC,H_F_MDS,H_F_MDS_QC,H_CORR,H_RANDUNC,NEE_VUT_REF,NEE_VUT_REF_QC,NEE_VUT_REF_RANDUNC,NEE_VUT_25,NEE_VUT_50,NEE_VUT_75,NEE_VUT_25_QC,NEE_VUT_50_QC,NEE_VUT_75_QC,RECO_NT_VUT_REF,RECO_NT_VUT_25,RECO_NT_VUT_50,RECO_NT_VUT_75,GPP_NT_VUT_REF,GPP_NT_VUT_25,GPP_NT_VUT_50,GPP_NT_VUT_75,RECO_DT_VUT_REF,RECO_DT_VUT_25,RECO_DT_VUT_50,RECO_DT_VUT_75,GPP_DT_VUT_REF,GPP_DT_VUT_25,GPP_DT_VUT_50,GPP_DT_VUT_75,RECO_SR,RECO_SR_N
201001,-23.7,0.0,13.6813,5.473,0.0,202.428,0.0,0.284,0.0,98.538,0.0,0.098,0.0,2.489,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,3.83956,0.0,0.0517466,-9999,2.17889,0.0,0.0293653,-9999,0.236048,0.0,-9999,0.215216,0.236048,0.28605,0.0,0.0,0.0,0.0647009,0.0581057,0.0629269,0.0656686,-0.171347,-0.217948,-0.170379,-0.157111,0.0739386,0.0729255,0.0740832,0.0742136,0.0,0.0,0.0,0.0,-9999,0.0
201002,-15.642,0.0,64.503,27.744,0.0,221.657,0.0,0.516,0.0,98.28,0.0,0.145,0.0,2.122,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,3.8114,0.0,1.50639,-9999,2.14844,0.0,0.849134,-9999,0.234791,0.0,-9999,0.212351,0.234791,0.282495,0.0,0.0,0.0,0.17123,0.153178,0.17123,0.173974,-0.0635612,-0.10198,-0.064785,-0.0580285,0.128909,0.127143,0.129161,0.129389,0.0,0.0,0.0,0.0,-9999,0.0
201003,-10.923,0.0,165.426,104.986,0.0,213.491,0.0,1.175,0.0,97.538,0.0,0.168,0.0,2.554,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,3.82628,0.0,6.60956,-9999,2.28843,0.0,3.95306,-9999,0.232501,0.0,-9999,0.213844,0.232501,0.281093,0.0,0.0,0.0,0.247329,0.221841,0.247721,0.251029,0.0148284,-0.02072,0.00936739,0.0218082,0.160576,0.158376,0.16089,0.161174,0.0,0.0,0.0,0.0,-9999,0.0
201004,1.8,0.0,296.175,173.874,0.0,261.512,0.0,3.771,0.0,98.12,0.0,0.486,0.0,2.276,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,3.82622,0.0,5.46024,-9999,2.20715,0.0,3.14973,-9999,0.234435,0.0,-9999,0.213852,0.234435,0.283237,0.0,0.0,0.0,0.499472,0.453531,0.505865,0.569889,0.265037,0.233022,0.269975,0.294814,0.236245,0.233008,0.236707,0.237123,0.0,0.0,0.0,0.0,-9999,0.0
201005,10.962,0.0,414.805,223.246,0.0,305.684,0.0,7.12,0.0,98.991,0.0,0.674,0.0,1.904,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,3.83956,0.0,4.80839,-9999,2.17889,0.0,2.72868,-9999,0.236048,0.0,-9999,0.215216,0.236048,0.28605,0.0,0.0,0.0,0.691695,0.634319,0.70204,0.77758,0.455647,0.442629,0.468975,0.504033,0.279964,0.276128,0.280512,0.281006,0.0,0.0,0.0,0.0,-9999,0.0
201006,14.572,0.0,477.198,217.59,0.0,332.882,0.0,6.725,0.0,98.624,0.0,2.183,0.0,1.821,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,3.82622,0.0,3.7465,-9999,2.20715,0.0,2.16116,-9999,0.234435,0.0,-9999,0.213852,0.234435,0.283237,0.0,0.0,0.0,0.767472,0.703496,0.778951,0.858993,0.533037,0.518778,0.547598,0.590016,0.296146,0.292088,0.296725,0.297247,0.0,0.0,0.0,0.0,-9999,0.0
201007,16.045,0.0,448.632,197.684,0.0,346.413,0.0,7.504,0.0,98.877,0.0,1.464,0.0,2.193,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-27.9529,0.504032,3.81283,0.0,3.54018,-9999,2.15413,0.0,2.00009,-9999,0.234756,0.0,-9999,0.212497,0.234756,0.282566,0.0,0.0,0.0,0.797341,0.73074,0.809267,0.890812,0.562585,0.547324,0.577493,0.618269,0.301989,0.297851,0.302579,0.303112,0.0,0.0,0.0,0.0,-9999,0.0
201008,14.139,0.0,346.024,161.691,0.0,334.379,0.0,6.063,0.0,98.944,0.0,1.484,0.0,2.026,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-28.1079,0.0,3.82628,0.0,3.81046,-9999,2.28843,0.0,2.27897,-9999,0.232501,0.0,-9999,0.213844,0.232501,0.281093,0.0,0.0,0.0,0.757793,0.694652,0.769127,0.848506,0.525292,0.510279,0.539907,0.580313,0.293918,0.289891,0.294493,0.295012,0.0,0.0,0.0,0.0,-9999,0.0
201009,6.631,0.0,217.634,111.698,0.0,285.184,0.0,3.295,0.0,98.936,0.0,0.59,0.0,2.015,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-28.0797,0.0,3.82622,0.0,5.93804,-9999,2.20715,0.0,3.42535,-9999,0.234435,0.0,-9999,0.213852,0.234435,0.283237,0.0,0.0,0.0,0.601411,0.551877,0.610406,0.680334,0.366976,0.338218,0.377669,0.404972,0.260078,0.256514,0.260586,0.261045,0.0,0.0,0.0,0.0,0.387863,0.0513889
201010,-3.19,0.122984,101.313,44.113,0.124328,252.741,0.122984,1.374,0.122984,97.712,0.112231,0.416,0.547715,2.309,0.112231,0.216364622023,0.772177419355,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,382.617,0.794355,-0.803,0.553763,-9999,-9999,-9999,-9999,-22.5719,0.551747,3.06321,0.790323,5.638,0.0482035,-2.86359,0.781586,-5.2706,0.316067,0.346405,0.719086,0.0069677,0.337794,0.345836,0.380572,0.730511,0.718414,0.678763,0.391504,0.358034,0.39639,0.451289,0.04539,0.0333426,0.0504792,0.0598359,0.205885,0.204006,0.206282,0.209503,0.0,0.0,0.0,0.000953345,0.344531,1.0
201011,-11.32,1.0,27.7307,7.396,1.0,247.977,1.0,0.457,1.0,98.619,1.0,1.528,0.0826389,1.993,0.8,-9999,-9999,-11.9349221516,0.959027777778,13.1800891548,0.992361111111,7.85143194444,1.0,1.80587684693,0.999305555556,264.692055556,1.0,383.207,1.0,-0.8,0.331944,-9999,21.006,-9999,0.304167,-15.653,0.332639,0.610201,0.952083,-0.224724,0.0402519,0.857496,0.954167,-0.315797,0.137099,0.284875,0.913194,0.00487268,0.279277,0.286453,0.296898,0.879167,0.93125,0.915278,0.235667,0.234121,0.244252,0.252429,-0.0488792,-0.0536243,-0.0490909,-0.041529,0.245258,0.245258,0.250168,0.27365,0.0,0.0,0.0,0.00521944,0.337133,1.0
201012,-29.247,1.0,4.2967,1.263,1.0,180.786,1.0,0.176,1.0,99.117,1.0,0.081,0.932796,2.329,0.0,-9999,-9999,-16.6460263086,0.991935483871,1.79128613304,0.999327956989,2.7703077957,1.0,-1.2536144604,0.995295698925,197.900740591,1.0,385.946,0.99664,-0.978,0.998656,-9999,20.773,-9999,0.0,-20.8321,0.998656,0.441199,0.846102,-0.162484,0.0372706,-6.94258,0.846102,2.5568,0.302966,0.0772449,0.88172,0.00809406,0.0712442,0.0757249,0.0777829,0.88172,0.87164,0.88172,0.0262024,0.0242719,0.0259362,0.0262855,-0.0510423,-0.0514972,-0.0506108,-0.0443458,0.0987006,0.0689132,0.0990867,0.0990935,0.0,0.0,0.0,0.0,0.28638,1.0
201101,-19.561,1.0,13.6813,5.632,1.0,203.984,1.0,0.385,1.0,99.091,1.0,0.097,0.998656,1.475,1.0,-9999,-9999,-18.5562404807,0.847446236559,12.037828629,1.0,6.96153830645,1.0,0.959457253671,0.986559139785,228.812436828,1.0,378.914,1.0,-1.903,1.0,-9999,20.361,-9999,0.0,-14.8313,1.0,0.403237,0.941532,0.159372,0.0105015,-9.12176,0.941532,-3.60521,0.134966,0.0778977,0.712366,0.00935919,0.0792495,0.0847418,0.122264,0.72379,0.741935,0.573253,1.96618,0.0468011,0.42271,0.89877,1.88693,-0.0697177,0.351268,0.813416,0.0810869,0.0654011,0.0785636,0.0810869,0.00471325,0.0,0.00467061,0.00471325,0.0,1.0
201102,-20.163,1.0,64.503,28.988,0.986607,205.963,1.0,0.356,1.0,99.558,1.0,0.666,0.868304,1.804,0.997768,-9999,-9999,-11.4978980844,0.975446428571,48.7292244544,0.997767857143,34.5755833333,1.0,18.3778892319,0.998511904762,227.869760417,1.0,378.242,1.0,-5.151,0.959821,-9999,18.533,-9999,0.0,-14.0975,0.959821,0.543316,0.905506,0.214736,0.0203833,0.055628,0.905506,0.021986,0.217198,0.0731569,0.907738,0.0044975,0.0632791,0.0719436,0.0772662,0.893601,0.907738,0.901042,0.0417349,0.0406289,0.0501951,0.0566399,-0.0322694,-0.0284427,-0.0225712,-0.0193418,0.0710144,0.0631672,0.069151,0.06965,0.00532802,0.00110621,0.0052822,0.00532802,0.0,1.0
201103,-11.172,1.0,165.426,110.106,1.0,202.169,1.0,1.575,1.0,98.774,1.0,0.097,0.902554,2.83,1.0,-9999,-9999,7.86793293004,0.70497311828,218.702671371,1.0,112.055179435,1.0,67.4791780223,0.983870967742,251.947274194,1.0,374.733,1.0,-5.938,0.979839,-9999,18.391,-9999,0.0,-5.74138,0.979839,3.58671,0.692876,6.19571,0.0677259,-0.52088,0.692876,-0.899773,0.417104,0.100337,0.567204,0.00508645,0.100111,0.100196,0.100337,0.56922,0.56922,0.567204,0.0695304,0.0605525,0.0664854,0.0695304,-0.0308071,-0.0396277,-0.0337613,-0.0308071,0.157244,0.154716,0.157065,0.15717,0.0315086,0.0314761,0.0315086,0.0315086,0.0,1.0
201104,-1.217,1.0,296.175,184.592,1.0,249.225,1.0,2.889,1.0,98.477,1.0,0.1,1.0,3.225,1.0,-9999,-9999,62.134718884,0.797916666667,374.114455556,1.0,165.335188194,1.0,93.1815061022,0.999305555556,301.426190972,1.0,374.963,1.0,-3.302,1.0,-9999,18.441,-9999,0.000694444,0.52448,1.0,8.30129,0.879167,14.3397,0.184012,17.3366,0.877778,29.9475,0.570532,0.10321,0.730556,0.00796215,0.097961,0.101984,0.10321,0.730556,0.732639,0.730556,0.333665,0.29789,0.31293,0.333665,0.230455,0.199097,0.202133,0.230902,0.0731611,0.125032,0.172781,0.172781,0.106664,0.0733109,0.106664,0.106664,0.0,1.0
201105,10.143,1.0,414.805,237.28,1.0,298.736,1.0,8.047,1.0,98.746,1.0,0.113,1.0,2.754,1.0,-9999,-9999,163.136374349,0.859543010753,481.178692204,1.0,32.9096029531,0.996639784946,36.9792019338,0.983198924731,366.466771505,1.0,372.94,1.0,1.57,1.0,-9999,41.959,-9999,0.965726,30.1113,1.0,33.473,0.941532,37.7142,0.367995,64.6207,0.941532,72.8085,0.791712,-0.449643,0.849462,0.0179075,-0.489583,-0.451764,-0.376738,0.852151,0.84879,0.844086,0.900365,0.856347,1.13335,1.18287,1.39426,1.33639,1.52396,1.62906,0.746979,0.491143,0.683839,1.08008,1.24615,1.06997,1.24615,1.44548,0.0,1.0
201106,14.017,1.0,477.198,187.864,0.997917,342.398,1.0,6.322,1.0,98.544,1.0,2.317,1.0,2.465,1.0,-9999,-9999,115.891012071,0.969444444444,391.024754167,1.0,25.8317417302,0.973611111111,29.8809451627,0.976388888889,388.659170139,1.0,347.171,1.0,6.959,1.0,-9999,62.618,-9999,0.996528,39.0788,1.0,37.8112,0.934028,34.1386,0.425874,44.2167,0.934028,39.9219,0.658937,-1.62913,0.915278,0.03775,-1.68171,-1.64314,-1.62725,0.915278,0.913194,0.915278,2.39505,2.24609,2.40066,2.46214,4.03394,3.89023,4.05683,4.09196,2.31824,2.18222,2.54335,2.78601,3.80386,3.76188,3.96792,4.11249,0.0,1.0
201107,14.607,1.0,448.632,196.151,1.0,344.999,1.0,5.852,1.0,98.514,1.0,1.855,1.0,2.375,0.999328,-9999,-9999,127.047987605,0.935483870968,407.843866263,1.0,26.2601824276,0.98252688172,32.1856276441,0.979838709677,391.6419375,1.0,337.695,1.0,8.966,1.0,-9999,63.638,-9999,1.0,37.3167,1.0,45.0315,0.976478,40.8849,0.466754,45.755,0.976478,41.5418,0.689616,-2.02223,0.961694,0.0376093,-2.06246,-2.02417,-1.99214,0.960349,0.961694,0.963038,2.09787,2.01116,2.09751,2.18887,4.09563,4.04234,4.09527,4.16399,2.11771,2.08266,2.13342,2.29555,4.11663,4.1428,4.27652,4.37504,0.0,1.0
201108,11.749,1.0,346.024,154.13,1.0,331.653,1.0,4.256,1.0,98.35,1.0,1.419,1.0,2.304,1.0,-9999,-9999,109.218866589,0.854838709677,320.640631048,1.0,20.9103528847,0.994623655914,24.1350085167,0.990591397849,374.790160618,1.0,336.208,1.0,6.868,1.0,-9999,68.759,-9999,1.0,23.7842,1.0,33.5292,0.939516,32.6806,0.442766,34.0079,0.939516,33.1472,0.597384,-0.960419,0.917339,0.0378261,-0.992946,-0.975289,-0.939393,0.918011,0.917339,0.917339,2.58468,2.44806,2.55191,2.69726,3.52408,3.42922,3.51968,3.6747,2.1597,2.19177,2.54108,2.79557,3.73503,3.74683,3.86632,4.01003,0.0,1.0
201109,7.61,1.0,217.634,92.508,1.0,307.17,1.0,3.667,1.0,97.716,1.0,0.9,1.0,2.462,1.0,-9999,-9999,64.1622589685,0.752083333333,192.97385,1.0,13.4544645559,0.990972222222,13.5235472021,0.95625,349.326263889,1.0,331.579,1.0,3.094,1.0,-9999,74.305,-9999,0.997917,9.65104,1.0,15.1107,0.90625,16.6972,0.243244,15.3959,0.90625,17.0124,0.431332,-0.0484886,0.759028,0.0245435,-0.0693398,-0.050218,0.00735129,0.759028,0.761806,0.759722,0.961123,0.916402,1.157,1.20504,1.01134,0.987259,1.15185,1.22452,1.4386,1.24716,1.35148,1.58297,1.35688,1.35739,1.48563,1.67217,0.0,1.0
201110,-3.087,1.0,101.313,40.815,0.99664,265.45,1.0,1.356,1.0,97.881,1.0,0.226,1.0,2.012,0.999328,-9999,-9999,9.38786925949,0.828629032258,81.1501263441,0.997311827957,14.4853870968,1.0,8.43943155637,0.98252688172,298.240641801,1.0,333.554,1.0,-0.084,1.0,-9999,52.967,-9999,1.0,-9.75664,1.0,2.13382,0.948253,5.49697,0.0566209,2.437,0.948253,6.27801,0.233828,0.249845,0.783602,0.00754833,0.223553,0.242425,0.264454,0.745296,0.888441,0.765457,0.300768,0.32852,0.359249,0.407453,0.0433329,0.0594569,0.142999,0.196957,0.029329,0.0981771,0.174784,0.254262,0.160126,0.0428639,0.116495,0.166506,0.0,1.0
201111,-23.317,1.0,27.7307,9.065,0.997222,196.573,1.0,0.296,1.0,98.292,1.0,0.183,1.0,1.846,1.0,-9999,-9999,-17.9990047219,0.972916666667,14.0667486111,1.0,10.5457270833,1.0,3.33764039598,0.999305555556,219.542967361,1.0,336.565,1.0,-2.004,1.0,-9999,13.569,-9999,1.0,-24.9511,1.0,0.540998,0.870139,0.956678,0.020837,0.41825,0.870139,0.739616,0.138302,0.194985,0.875,0.00399047,0.18535,0.195512,0.204854,0.897222,0.875,0.879167,0.126243,0.121786,0.126243,0.128264,-0.0687424,-0.080306,-0.0712208,-0.0667739,0.00010459,0.00325003,0.0553122,0.0941164,0.0146774,0.00655239,0.0130493,0.0134699,0.0,1.0
201112,-14.591,1.0,4.2967,0.973,0.879032,234.751,0.87836,0.551,0.989247,97.914,1.0,0.226,0.999328,2.391,0.859543,-9999,-9999,-14.3726140406,0.792338709677,2.54232107843,0.861559139785,1.59220955882,0.861559139785,-2.50450734847,0.846102150538,260.834962418,0.861559139785,332.692,1.0,-2.188,1.0,-9999,13.78,-9999,1.0,-11.4829,1.0,0.468276,0.775538,0.449825,0.0347655,-3.9236,0.775538,-3.769,0.139162,0.214019,0.778226,0.0042864,0.207302,0.212688,0.214019,0.760081,0.737903,0.778226,0.146586,0.14671,0.150966,0.165799,-0.0674331,-0.0641874,-0.061837,-0.0496716,0.000702299,0.0117437,0.292679,0.308962,0.0,0.0,0.0,0.0,0.0,1.0
201201,-31.455,1.0,13.6813,5.062,1.0,174.81,1.0,0.196,1.0,98.77,1.0,0.194,1.0,2.471,0.999328,-9999,-9999,-15.1291280781,0.976478494624,9.0078655914,1.0,6.29831317204,1.0,0.969250672043,1.0,192.722446237,1.0,339.767,0.99328,-2.962,1.0,-9999,13.133,-9999,1.0,-26.9179,1.0,0.23567,0.804435,0.226384,0.00858304,0.0221639,0.804435,0.0212906,0.041762,0.134505,0.695565,0.00636981,0.128377,0.136647,0.143523,0.696909,0.695565,0.684812,0.904477,0.0428412,0.904341,0.977975,0.767849,-0.101282,0.767849,0.850274,0.0883834,0.0871214,0.0923385,0.107351,0.0144126,0.00853411,0.0144126,0.0280303,0.3931,1.0
201202,-12.738,1.0,65.9729,28.146,1.0,228.307,1.0,0.714,1.0,98.045,1.0,0.034,1.0,2.634,1.0,-9999,-9999,-9.94538925608,0.869252873563,55.0832801724,1.0,29.6749454023,1.0,15.6108217657,0.964798850575,252.336252155,1.0,330.571,0.844109,-2.778,1.0,-9999,11.666,-9999,1.0,-8.5066,1.0,0.602263,0.826149,1.07533,0.0300607,-0.163348,0.826868,-0.291655,0.119038,0.0781493,0.694684,0.00575104,0.0784548,0.0806087,0.0982125,0.694684,0.68319,0.68319,5.21558,0.585942,5.2124,5.91159,5.13514,0.535267,5.13384,5.83115,0.258654,0.221256,0.309533,0.445348,0.0756979,0.0511822,0.0748367,0.12427,0.396957,1.0
201203,-14.407,1.0,169.474,97.669,0.991935,212.351,1.0,0.98,1.0,98.019,1.0,0.355,1.0,2.967,1.0,-9999,-9999,2.95133499192,0.924731182796,190.205926052,0.995967741935,105.176775538,1.0,61.9254404284,0.997311827957,247.779948925,1.0,332.198,1.0,-4.196,1.0,-9999,10.709,-9999,1.0,-8.39276,1.0,1.65021,0.922043,2.94641,0.0280718,4.04241,0.920027,7.21765,0.210238,0.052763,0.84879,0.00563759,0.0474258,0.0514834,0.0525055,0.813844,0.860215,0.84879,0.0355773,0.0341878,0.0355127,0.0362932,-0.0126882,-0.0168595,-0.0134641,-0.0113218,0.0865539,0.0624083,0.100877,0.118224,0.0236614,0.0611051,0.0624993,0.0674393,0.308566,1.0
201204,2.696,1.0,300.491,188.68,1.0,263.801,1.0,4.13,1.0,98.685,1.0,0.0,1.0,2.915,1.0,-9999,-9999,102.60315205,0.75,374.714235417,1.0,111.740776389,1.0,68.3388614246,0.991666666667,320.753921794,0.999305555556,348.378,1.0,-1.715,1.0,-9999,15.517,-9999,1.0,1.52194,1.0,13.1682,0.829861,20.3177,0.157617,36.8818,0.829861,56.9065,0.468927,-0.0788459,0.685417,0.00640296,-0.117908,-0.0891809,-0.082054,0.69375,0.647917,0.682639,0.34558,0.227766,0.332157,0.345236,0.424426,0.346659,0.419246,0.42729,0.15139,0.0991461,0.122792,0.151407,0.204326,0.156773,0.218265,0.330461,0.498421,1.0
201205,8.178,1.0,417.992,211.252,1.0,294.362,1.0,6.17,1.0,98.384,1.0,0.726,1.0,2.685,1.0,-9999,-9999,147.888821881,0.846774193548,412.145017459,0.999327956989,28.2215142559,0.993951612903,32.0070424188,0.989247311828,356.401139785,1.0,377.813,1.0,0.778,1.0,-9999,38.426,-9999,0.99328,24.6412,1.0,30.279,0.932796,37.0613,0.388905,52.6076,0.933468,64.3913,0.681708,-0.803273,0.864247,0.0213404,-0.878264,-0.818486,-0.808204,0.856183,0.877016,0.866935,0.98233,0.954912,0.982236,1.06872,1.79053,1.76378,1.79571,1.94071,0.822266,0.79106,0.825813,0.861388,1.52934,1.46381,1.50825,1.53347,0.763412,1.0
201206,15.436,0.756944,477.776,223.58,0.759722,339.805,0.756944,8.085,0.756944,98.498,0.748611,1.01,0.705556,2.291,0.748611,-9999,-9999,138.526806191,0.734027777778,438.733585408,0.748611111111,28.8400537608,0.734722222222,35.3304911172,0.740277777778,390.982685445,0.748611111111,380.825,1.0,5.298,0.754861,-9999,71.26,-9999,0.740278,38.816,0.755556,45.8921,0.840972,48.1301,0.547496,50.517,0.840972,52.9806,0.743294,-2.01047,0.752083,0.0315814,-2.05313,-2.01047,-1.98984,0.750694,0.752083,0.741667,1.18286,1.12769,1.18286,2.12996,3.19343,3.12735,3.23324,4.07902,2.80032,2.77118,2.82326,3.01466,4.65361,4.61404,4.65408,4.75455,1.76869,1.0
